data_year,criminal_act_id,offense_id
2024,6,222268853
2024,6,222268854
2024,9,222268855
2024,8,222268858
2024,8,222268859
2024,6,222268861
2024,3,222268864
2024,6,222268865
2024,6,222268866
2024,9,222268867
2024,6,222268868
2024,6,224256860
2024,6,225884504
2024,6,222268871
2024,9,222268876
2024,9,227845156
2024,9,227845157
2024,6,222268887
2024,9,224256868
2024,6,224256869
2024,6,222268891
2024,6,224256871
2024,6,225922450
2024,9,222268907
2024,6,222268908
2024,8,222268908
2024,6,222268909
2024,8,222268909
2024,6,224256881
2024,6,224256882
2024,9,225884526
2024,6,225884528
2024,1,224256886
2024,6,225884538
2024,14,224256888
2024,6,224256889
2024,6,224256890
2024,6,224256894
2024,6,224256895
2024,6,224256897
2024,6,225922443
2024,6,225922444
2024,9,222268931
2024,9,224256901
2024,9,224256905
2024,8,224256908
2024,9,224256909
2024,9,224256910
2024,9,224256911
2024,6,227845165
2024,9,224256923
2024,6,227845167
2024,6,225884566
2024,6,225884574
2024,6,224256950
2024,6,224256961
2024,9,224256967
2024,8,224256971
2024,9,224257009
2024,9,224257023
2024,9,224257050
2024,8,224257063
2024,9,224257096
2024,6,225884586
2024,6,224257252
2024,9,224257296
2024,9,224257344
2024,9,224257529
2024,9,224257539
2024,9,224257556
2024,9,224257570
2024,9,224257572
2024,9,224257591
2024,9,224257655
2024,9,224257783
2024,9,225884596
2024,6,225884617
2024,9,224258205
2024,9,224258206
2024,9,224258393
2024,6,227845168
2024,9,224258517
2024,5,224258634
2024,6,242854527
2024,9,224258778
2024,2,224259065
2024,9,224259291
2024,9,224259362
2024,6,224260035
2024,6,224260440
2024,6,224260534
2024,6,224260535
2024,8,224260667
2024,8,224260668
2024,9,224260741
2024,6,224260984
2024,9,225884663
2024,6,225922451
2024,9,224261988
2024,6,224262078
2024,6,224262366
2024,9,224262951
2024,9,225884675
2024,6,225884685
2024,9,224263288
2024,7,225884697
2024,6,225884698
2024,1,224263868
2024,6,225884703
2024,6,224264015
2024,6,224264198
2024,6,224264199
2024,6,224264200
2024,6,224264364
2024,7,225884713
2024,8,225884721
2024,6,227845170
2024,6,224265197
2024,6,224265338
2024,8,224265339
2024,6,224265553
2024,6,224265554
2024,1,224265818
2024,6,224266855
2024,6,224266856
2024,9,238747219
2024,9,224267519
2024,9,224267658
2024,14,224267661
2024,1,224268444
2024,6,224268445
2024,6,225884735
2024,6,224269196
2024,8,224269330
2024,6,224269457
2024,9,225884739
2024,6,225884741
2024,1,225884746
2024,6,224270481
2024,7,224270645
2024,9,224270958
2024,6,225884755
2024,6,225884756
2024,6,231460791
2024,6,224271731
2024,6,233638669
2024,9,227845173
2024,9,238747220
2024,9,238747221
2024,9,238747224
2024,6,224271782
2024,6,224271785
2024,8,224271785
2024,6,224271790
2024,6,224271791
2024,6,224271793
2024,9,224271794
2024,6,224271797
2024,6,225884798
2024,6,225884799
2024,9,224271799
2024,9,224271807
2024,9,225884806
2024,6,224271810
2024,6,224271811
2024,6,224271814
2024,6,224271815
2024,6,224271816
2024,6,224271822
2024,5,225884812
2024,9,224271832
2024,9,224271839
2024,9,233638675
2024,9,224271848
2024,6,224271850
2024,6,224271851
2024,6,224271856
2024,6,224271857
2024,9,224271858
2024,6,224271865
2024,6,224271866
2024,9,224271868
2024,8,224271870
2024,9,224271875
2024,5,224271877
2024,6,224271878
2024,9,224271883
2024,8,225884871
2024,3,225884872
2024,3,225884877
2024,1,224271894
2024,1,224271895
2024,9,224271896
2024,9,224271899
2024,9,225884920
2024,6,224271902
2024,6,224271903
2024,6,224271904
2024,3,231460796
2024,9,224271906
2024,6,224271907
2024,1,225884965
2024,9,226531100
2024,9,226531103
2024,9,226531105
2024,5,226531107
2024,6,226531107
2024,9,226531109
2024,9,226531111
2024,9,226531112
2024,9,226531116
2024,9,226531117
2024,9,226531120
2024,9,226531121
2024,5,226531123
2024,9,226531124
2024,9,228372344
2024,8,226531127
2024,1,226531128
2024,9,226531132
2024,9,226531135
2024,9,226531136
2024,9,226531137
2024,9,226531146
2024,9,226531149
2024,9,226531151
2024,9,226531154
2024,9,226531158
2024,9,226531162
2024,9,226531164
2024,9,226531166
2024,9,226531168
2024,2,226531171
2024,9,226531172
2024,9,226531175
2024,9,226531180
2024,5,226531182
2024,9,226531183
2024,9,226531187
2024,9,226531192
2024,9,226531193
2024,9,226531196
2024,9,226531199
2024,9,226531200
2024,9,226531203
2024,9,226531204
2024,6,226531205
2024,7,226531205
2024,9,226531209
2024,9,226531210
2024,9,226531211
2024,9,226531212
2024,9,226531214
2024,6,228372347
2024,6,226531220
2024,9,226531222
2024,9,226531223
2024,6,226531226
2024,9,226531227
2024,9,226531230
2024,9,226531231
2024,9,226531233
2024,1,228372350
2024,6,226531236
2024,9,226531237
2024,9,226531239
2024,9,226531240
2024,9,226531243
2024,9,226531245
2024,9,226531246
2024,6,226531248
2024,9,226531251
2024,9,226531252
2024,9,226531254
2024,9,228372356
2024,9,226531260
2024,9,226531261
2024,9,226531263
2024,9,226531266
2024,9,228372358
2024,9,226531269
2024,9,226531272
2024,9,226531273
2024,9,228372369
2024,9,228372374
2024,6,228372377
2024,9,228372379
2024,9,228372386
2024,9,228372388
2024,9,228372394
2024,6,228372398
2024,9,228372400
2024,9,228372401
2024,9,228372404
2024,9,228372406
2024,9,228372409
2024,9,228372413
2024,9,228372416
2024,9,228372418
2024,9,228372419
2024,9,228372421
2024,9,228372423
2024,9,228372429
2024,9,228372430
2024,9,228372432
2024,9,228372444
2024,1,228372447
2024,1,228372451
2024,7,228372454
2024,9,228372457
2024,9,228372467
2024,9,228372472
2024,9,228372502
2024,9,228372509
2024,9,228372513
2024,9,228372518
2024,9,228372538
2024,9,228372541
2024,9,228372542
2024,9,228372546
2024,9,228372552
2024,9,228372555
2024,9,228372560
2024,9,228372561
2024,6,229929497
2024,9,228372569
2024,9,228372571
2024,9,228372572
2024,9,228372581
2024,9,228372588
2024,9,228372589
2024,9,228372592
2024,9,228372594
2024,9,228372599
2024,9,228372603
2024,9,228372610
2024,6,228372612
2024,9,228372620
2024,9,228372630
2024,9,228372632
2024,9,228372634
2024,9,228372638
2024,9,228372639
2024,9,228372644
2024,9,228372649
2024,9,228372653
2024,9,228372659
2024,9,228372662
2024,6,228372668
2024,9,228372681
2024,9,228372685
2024,9,228372690
2024,9,228372694
2024,9,228372697
2024,9,228372701
2024,9,228372704
2024,9,228372719
2024,5,228372721
2024,6,228372721
2024,9,228372726
2024,9,228372734
2024,9,228372739
2024,9,228372743
2024,9,228372746
2024,9,228372747
2024,9,228372751
2024,9,228372754
2024,9,228372766
2024,9,228372771
2024,9,228372781
2024,6,229929499
2024,9,228372785
2024,9,228372790
2024,6,228372791
2024,6,228372792
2024,9,228372795
2024,9,228372802
2024,9,228372804
2024,9,228372806
2024,9,228372816
2024,9,228372818
2024,9,228372820
2024,9,228372822
2024,9,228372826
2024,9,228372827
2024,9,228372829
2024,9,228372831
2024,9,228372837
2024,9,228372841
2024,9,228372849
2024,9,228372851
2024,9,228372852
2024,9,228372856
2024,9,228372862
2024,9,228372864
2024,9,228372866
2024,9,228372872
2024,9,228372873
2024,9,228372879
2024,8,228372881
2024,6,229929501
2024,9,228372903
2024,5,228372905
2024,9,228372909
2024,9,228372911
2024,9,228372913
2024,9,229929502
2024,9,229929503
2024,9,228372919
2024,9,228372923
2024,6,228372927
2024,9,228372929
2024,9,228372933
2024,9,228372934
2024,2,229929504
2024,9,228372941
2024,9,228372944
2024,9,228372947
2024,9,228372949
2024,9,228372951
2024,9,228372958
2024,9,228372963
2024,9,228372969
2024,9,228372970
2024,9,229929510
2024,9,229929511
2024,9,229929512
2024,9,229929513
2024,9,229929514
2024,6,229929515
2024,8,229929515
2024,9,233736910
2024,9,229929518
2024,9,229929520
2024,9,229929524
2024,5,229929525
2024,9,229929533
2024,9,229929537
2024,9,229929538
2024,9,229929542
2024,9,229929543
2024,9,229929544
2024,9,229929545
2024,9,229929546
2024,6,229929547
2024,9,229929552
2024,9,229929553
2024,9,229929558
2024,6,229929563
2024,9,229929564
2024,9,233736912
2024,9,229929574
2024,9,229929577
2024,9,229929579
2024,9,229929582
2024,9,229929583
2024,9,229929584
2024,9,229929585
2024,9,229929589
2024,9,229929591
2024,9,229929593
2024,9,229929594
2024,1,229929596
2024,9,229929601
2024,5,229929602
2024,6,229929603
2024,9,229929604
2024,9,229929610
2024,6,229929611
2024,9,229929612
2024,9,229929613
2024,9,229929616
2024,9,229929617
2024,9,229929621
2024,9,229929622
2024,9,229929624
2024,9,229929625
2024,9,229929626
2024,9,229929628
2024,9,229929629
2024,9,229929631
2024,9,229929632
2024,2,229929635
2024,9,229929637
2024,9,229929638
2024,9,229929640
2024,9,229929643
2024,9,229929646
2024,9,229929647
2024,9,229929648
2024,9,229929651
2024,9,229929653
2024,9,229929654
2024,9,229929655
2024,9,229929656
2024,9,229929657
2024,9,229929659
2024,9,229929660
2024,9,229929661
2024,9,231872565
2024,9,229929666
2024,9,229929667
2024,9,229929668
2024,9,229929669
2024,9,231872566
2024,9,231872567
2024,9,229929673
2024,9,229929675
2024,9,229929676
2024,9,229929681
2024,6,229929684
2024,7,229929684
2024,9,229929686
2024,9,229929688
2024,9,229929690
2024,6,229929692
2024,9,229929693
2024,6,229929694
2024,6,229929695
2024,6,231872568
2024,6,229929697
2024,6,229929698
2024,6,229929700
2024,9,229929701
2024,9,229929703
2024,9,229929705
2024,9,229929706
2024,9,231872570
2024,9,229929714
2024,9,229929715
2024,9,229929718
2024,9,229929719
2024,9,229929721
2024,9,229929722
2024,9,229929723
2024,9,229929725
2024,9,229929727
2024,9,229929728
2024,9,229929729
2024,9,229929734
2024,9,229929736
2024,9,229929737
2024,9,229929738
2024,9,229929739
2024,9,229929750
2024,9,229929751
2024,9,229929753
2024,9,229929756
2024,9,229929761
2024,9,229929763
2024,6,231872575
2024,9,229929769
2024,9,229929778
2024,5,229929780
2024,9,229929781
2024,9,229929783
2024,9,229929784
2024,9,229929785
2024,9,231872580
2024,5,231872581
2024,9,229929789
2024,9,229929790
2024,9,229929794
2024,1,231872584
2024,9,229929797
2024,9,229929798
2024,9,231872586
2024,9,231872587
2024,9,231872596
2024,9,231872597
2024,9,231872598
2024,9,231872604
2024,9,231872606
2024,6,231872607
2024,9,231872610
2024,9,231872618
2024,9,231872619
2024,9,231872620
2024,9,231872624
2024,5,231872625
2024,9,231872626
2024,5,231872627
2024,6,231872628
2024,9,231872629
2024,9,231872630
2024,9,231872631
2024,1,231872633
2024,9,231872635
2024,6,231872636
2024,9,231872639
2024,9,231872640
2024,9,231872643
2024,9,231872644
2024,9,231872649
2024,9,231872652
2024,9,231872653
2024,9,231872655
2024,9,231872656
2024,9,231872657
2024,9,231872658
2024,9,231872660
2024,9,231872661
2024,9,231872662
2024,9,231872663
2024,2,231872670
2024,9,231872675
2024,9,231872677
2024,9,231872678
2024,9,231872681
2024,9,231872689
2024,9,231872692
2024,9,231872693
2024,1,225884966
2024,9,225884974
2024,9,224271913
2024,9,225885015
2024,6,225885033
2024,6,225885034
2024,6,225885040
2024,9,233638681
2024,6,225885061
2024,6,225885062
2024,6,225885073
2024,6,225885093
2024,8,225885117
2024,8,225885118
2024,9,225885122
2024,6,229564689
2024,6,225885143
2024,6,225885144
2024,6,225885161
2024,8,225885162
2024,9,225885171
2024,6,225885189
2024,8,225885196
2024,9,225885215
2024,9,225885250
2024,8,225885274
2024,9,225885284
2024,9,227845188
2024,9,236989956
2024,9,227845189
2024,9,225885310
2024,9,225885328
2024,9,225885342
2024,6,225885346
2024,4,246859459
2024,2,231460799
2024,6,225885360
2024,6,225885366
2024,6,225885379
2024,6,225885380
2024,9,225885385
2024,9,225885386
2024,6,225885428
2024,8,225885435
2024,6,225885436
2024,6,225885438
2024,6,225885439
2024,9,225885443
2024,6,225885446
2024,14,225885467
2024,9,225885475
2024,6,225885490
2024,9,225885495
2024,6,225885499
2024,6,225885500
2024,6,225885508
2024,6,225885509
2024,6,225885510
2024,9,225885516
2024,6,225885517
2024,9,225885521
2024,6,227845196
2024,9,225885543
2024,9,225885554
2024,6,225885556
2024,9,225885574
2024,9,225885582
2024,8,225885589
2024,6,225885593
2024,6,225885594
2024,9,225885600
2024,6,225885615
2024,9,225885626
2024,7,225885632
2024,6,225885648
2024,6,225885649
2024,6,225885662
2024,9,225885695
2024,9,227845197
2024,9,225885717
2024,6,244709848
2024,9,225885746
2024,8,225885750
2024,6,225885771
2024,6,225885772
2024,6,225885773
2024,1,225885807
2024,6,225885814
2024,6,225885815
2024,3,225885816
2024,6,225885839
2024,6,225885842
2024,9,227845202
2024,7,227845203
2024,9,225885874
2024,9,225885887
2024,6,225885901
2024,9,225885904
2024,6,231460805
2024,6,225885957
2024,9,225885961
2024,6,225885964
2024,6,225885971
2024,6,225885980
2024,9,225885984
2024,9,225885994
2024,9,225886009
2024,9,225886010
2024,9,225886012
2024,6,227845207
2024,6,225886056
2024,9,225886072
2024,8,229564695
2024,6,225886089
2024,6,225886090
2024,6,225886106
2024,1,225886120
2024,9,225886162
2024,6,225886170
2024,7,227845212
2024,9,225886206
2024,9,225886207
2024,9,225886211
2024,6,225886239
2024,6,225886240
2024,6,225886255
2024,9,225886271
2024,2,244709852
2024,6,225886322
2024,6,225886356
2024,6,225886368
2024,9,225886372
2024,9,225886373
2024,6,227845220
2024,6,225886383
2024,6,225886384
2024,9,225886387
2024,9,225886394
2024,9,227845221
2024,6,227845222
2024,9,225886412
2024,7,225886427
2024,6,225886441
2024,6,225886451
2024,9,225886461
2024,2,225886477
2024,6,225886481
2024,9,225886485
2024,9,225886490
2024,6,225886492
2024,6,225886493
2024,9,225886516
2024,6,238747225
2024,2,225886530
2024,9,225886554
2024,6,225886561
2024,9,233638686
2024,6,225886583
2024,8,225886583
