data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2024,57442871,,51
2024,57442983,,51
2024,57443270,,51
2024,57443384,,51
2024,57443425,,51
2024,57443485,,51
2024,57443537,,51
2024,57443576,,51
2024,57443638,,51
2024,57443672,,51
2024,57443829,,51
2024,57443830,,51
2024,57443878,,51
2024,57897586,,5
2024,57897587,,5
2024,57444038,,51
2024,57444076,,5
2024,62086202,,51
2024,57444109,,51
2024,57897589,,51
2024,57444247,,51
2024,57897594,,51
2024,57444417,,51
2024,57444457,,51
2024,57444499,,51
2024,57444534,,51
2024,57444550,,51
2024,57897595,,51
2024,57897596,,51
2024,57444552,,51
2024,57444556,,51
2024,57444560,,51
2024,60094831,,5
2024,57444566,,51
2024,60094832,,51
2024,57444567,,5
2024,57444568,,51
2024,57444569,,51
2024,57897604,,51
2024,57897607,,5
2024,57897608,,5
2024,57444570,,51
2024,58481774,,51
2024,57444571,,51
2024,57444572,,51
2024,57444573,,51
2024,57444574,,5
2024,57444575,,51
2024,57444576,,51
2024,57444577,,51
2024,57444578,,51
2024,57897612,,51
2024,57444579,,51
2024,57444580,,51
2024,57444581,,51
2024,57444582,,51
2024,57444583,,51
2024,57444584,,51
2024,57444585,,51
2024,57444586,,51
2024,57444587,,51
2024,57444588,,51
2024,57897616,,51
2024,57897617,,51
2024,57444589,,51
2024,57897621,,51
2024,57444590,,51
2024,57444591,,51
2024,57444592,,5
2024,57444593,,51
2024,57444594,,51
2024,57444595,,51
2024,57444596,,51
2024,57444597,,51
2024,57444598,,51
2024,57444599,,51
2024,57444600,,51
2024,57444601,,51
2024,57897625,,5
2024,57897627,,51
2024,57444602,,51
2024,57444603,,51
2024,57897632,,51
2024,57444604,,51
2024,57444605,,51
2024,57897638,,51
2024,57897639,,51
2024,57444606,,51
2024,57444607,,51
2024,57444608,,51
2024,57444609,,51
2024,57897643,,51
2024,57444610,,51
2024,57444611,,51
2024,57897646,,52
2024,57897650,,51
2024,57897651,,51
2024,57897658,,51
2024,57444612,,51
2024,57897670,,51
2024,57897675,,51
2024,57897677,,51
2024,57897678,,51
2024,57897679,,51
2024,57897683,,51
2024,57897685,,51
2024,57897688,,51
2024,57897689,,51
2024,57897690,,9
2024,57897692,,51
2024,57897699,,51
2024,57897702,,51
2024,57897704,,51
2024,57897708,,51
2024,57897712,,51
2024,57897718,,51
2024,57897721,,51
2024,58481775,,51
2024,57897726,,51
2024,57897736,,51
2024,57897738,,51
2024,57897745,,51
2024,57897751,,51
2024,58481776,,5
2024,58481777,,51
2024,57897759,,51
2024,57897764,,51
2024,57897767,,52
2024,57897771,,51
2024,57897774,,51
2024,57897776,,51
2024,57897779,,51
2024,57897780,,51
2024,57897781,,51
2024,57897796,,51
2024,57897799,,5
2024,57897803,,51
2024,57897806,,51
2024,57897816,,51
2024,57897821,,51
2024,57897825,,51
2024,57897830,,51
2024,57897834,,51
2024,57897835,,51
2024,57897846,,51
2024,57897849,,51
2024,57897855,,51
2024,57897859,,51
2024,57897860,,51
2024,57897863,,52
2024,57897867,,51
2024,57897869,,5
2024,57897871,,51
2024,57897875,,51
2024,57897877,,5
2024,57897878,,51
2024,57897886,,51
2024,57897889,,51
2024,57897892,,51
2024,57897899,,51
2024,57897904,,51
2024,58968396,,51
2024,57897908,,51
2024,57897910,,52
2024,63207528,,51
2024,63207529,,51
2024,63207530,,51
2024,57897919,,51
2024,57897928,,5
2024,57897932,,51
2024,57897937,,52
2024,57897950,,5
2024,58481779,,51
2024,57897956,,51
2024,57897957,,7
2024,57897970,,51
2024,57897973,,51
2024,57897976,,51
2024,57897988,,51
2024,57897990,,51
2024,57897991,,51
2024,57897992,,51
2024,57897997,,51
2024,57898001,,51
2024,57898005,,51
2024,57898026,,51
2024,57898032,,51
2024,57898035,,51
2024,57898039,,51
2024,58481780,,51
2024,57898042,,51
2024,58481781,,51
2024,57898046,,51
2024,57898050,,51
2024,57898054,,51
2024,57898057,,51
2024,57898060,,51
2024,57898066,,51
2024,57898069,,51
2024,57898077,,51
2024,57898080,,51
2024,57898084,,51
2024,57898093,,51
2024,57898101,,51
2024,57898103,,52
2024,57898110,,51
2024,57898118,,51
2024,57898131,,51
2024,57898134,,51
2024,57898135,,51
2024,57898136,,51
2024,57898137,,51
2024,57898144,,51
2024,57898150,,51
2024,58481782,,51
2024,58481783,,51
2024,57898153,,51
2024,58481784,,5
2024,57898158,,51
2024,57898159,,51
2024,57898160,,51
2024,57898162,,51
2024,58481785,,51
2024,57898164,,51
2024,57898170,,51
2024,59492069,,51
2024,57898191,,51
2024,58481786,,5
2024,57898196,,5
2024,57898198,,51
2024,57898199,,7
2024,57898205,,51
2024,60094836,,51
2024,60094837,,51
2024,57898231,,51
2024,57898239,,51
2024,57898240,,51
2024,57898251,,51
2024,57898258,,51
2024,60094839,,5
2024,57898265,,1
2024,58481787,,51
2024,57898275,,51
2024,57898281,,51
2024,57898283,,9
