data_year,suspect_using_id,offense_id
2024,4,222268523
2024,4,222268524
2024,3,222268525
2024,3,222268526
2024,4,222268527
2024,4,222268528
2024,4,222268529
2024,4,224256826
2024,4,225884451
2024,4,222268530
2024,4,222268531
2024,4,222268533
2024,4,222268534
2024,4,222268536
2024,4,222268537
2024,1,222268539
2024,3,222268540
2024,4,222268544
2024,4,222268545
2024,4,222268546
2024,4,222268547
2024,4,222268550
2024,4,222268551
2024,4,222268552
2024,4,222268554
2024,4,222268556
2024,4,225884461
2024,4,222268558
2024,4,222268559
2024,4,222268561
2024,4,222268562
2024,4,222268563
2024,4,222268564
2024,4,222268565
2024,4,222268566
2024,4,224256827
2024,4,231460781
2024,3,244709844
2024,1,222268569
2024,4,222268570
2024,4,222268571
2024,1,222268572
2024,3,222268572
2024,1,222268573
2024,3,222268573
2024,4,222268574
2024,4,222268575
2024,4,222268576
2024,4,222268577
2024,4,222268579
2024,4,222268581
2024,4,222268582
2024,4,222268583
2024,4,222268585
2024,4,222268586
2024,4,222268588
2024,4,222268591
2024,4,222268592
2024,4,222268593
2024,4,222268594
2024,4,242854524
2024,4,242854525
2024,4,222268595
2024,4,222895597
2024,4,222895598
2024,4,222895600
2024,4,222895601
2024,4,222895602
2024,4,222895603
2024,4,222895604
2024,4,222895605
2024,4,222895606
2024,4,222895607
2024,4,222895608
2024,4,222895609
2024,4,222895610
2024,4,222895611
2024,1,231872551
2024,1,231872552
2024,4,222895614
2024,4,222895615
2024,4,222895616
2024,1,222895617
2024,1,222895618
2024,1,222895619
2024,4,222895620
2024,4,222895621
2024,4,222895622
2024,4,222895623
2024,4,222895624
2024,3,222895625
2024,4,222895628
2024,3,222895629
2024,2,222895630
2024,3,222895631
2024,4,222895632
2024,4,222895633
2024,4,222895634
2024,2,222895635
2024,2,222895636
2024,1,222895638
2024,4,222895639
2024,4,222895640
2024,4,222895641
2024,4,222895642
2024,4,222895643
2024,4,222895644
2024,4,222895645
2024,4,222895646
2024,4,222895648
2024,4,222895649
2024,4,222895650
2024,4,222895651
2024,4,222895654
2024,4,222895655
2024,4,222895656
2024,3,222895657
2024,3,222895658
2024,1,222895660
2024,4,222895661
2024,4,222895662
2024,4,222895663
2024,4,222895664
2024,4,222895666
2024,4,222895667
2024,4,222895668
2024,4,222895671
2024,4,222895672
2024,4,222895673
2024,4,222895674
2024,1,222895675
2024,4,222895677
2024,4,222895678
2024,4,222895679
2024,4,231872554
2024,4,222895681
2024,4,222895682
2024,4,222895683
2024,4,224538201
2024,4,224538202
2024,4,222895687
2024,4,222895689
2024,4,222895690
2024,4,222895691
2024,4,222895692
2024,4,222895693
2024,4,222895694
2024,4,222895696
2024,4,222895697
2024,4,222895698
2024,4,222895701
2024,4,222895702
2024,4,224538204
2024,4,224538205
2024,4,224538206
2024,3,222895707
2024,4,222895708
2024,4,222895709
2024,4,222895711
2024,4,222895712
2024,4,222895713
2024,4,222895714
2024,4,222895716
2024,1,222895717
2024,4,222895718
2024,4,222895719
2024,4,222895721
2024,4,222895722
2024,1,224538207
2024,4,222895724
2024,4,224538208
2024,4,224538209
2024,4,222895728
2024,4,222895729
2024,4,222895730
2024,4,222895731
2024,4,222895732
2024,4,222895735
2024,3,222895736
2024,1,222895737
2024,4,222895739
2024,1,222895740
2024,4,222895741
2024,4,222895742
2024,4,224538210
2024,4,222895744
2024,4,222895745
2024,4,222895746
2024,4,222895747
2024,4,222895748
2024,4,222895749
2024,4,222895750
2024,3,222895752
2024,4,224538211
2024,4,222895754
2024,4,222895755
2024,4,222895756
2024,4,222895758
2024,4,222895759
2024,4,224538212
2024,4,224538213
2024,4,222895762
2024,4,224538214
2024,4,222895764
2024,4,222895766
2024,4,222895767
2024,4,222895768
2024,4,224538215
2024,4,224538216
2024,4,222895775
2024,4,222895778
2024,4,222895779
2024,4,224538217
2024,1,224538218
2024,4,222895784
2024,4,224538219
2024,4,224538220
2024,4,224538221
2024,4,222895791
2024,4,224538222
2024,4,224538223
2024,4,222895797
2024,4,224538224
2024,4,224538225
2024,4,222895801
2024,4,222895803
2024,4,222895805
2024,4,222895807
2024,4,224538226
2024,4,222895809
2024,4,224538227
2024,4,222895814
2024,1,222895817
2024,4,222895818
2024,4,222895820
2024,4,222895821
2024,4,222895824
2024,4,222895825
2024,4,222895826
2024,4,222895829
2024,4,224538229
2024,4,222895833
2024,4,222895836
2024,4,222895837
2024,4,222895838
2024,1,222895839
2024,1,222895840
2024,4,222895843
2024,4,222895844
2024,4,222895845
2024,4,222895846
2024,4,222895850
2024,4,224538230
2024,4,222895852
2024,4,222895868
2024,4,222895871
2024,4,222895873
2024,4,222895875
2024,4,224538231
2024,4,222895879
2024,4,222895880
2024,4,222895883
2024,4,222895884
2024,4,222895886
2024,4,222895888
2024,4,222895890
2024,4,222895892
2024,4,222895893
2024,4,222895896
2024,4,222895898
2024,4,224538232
2024,1,222895901
2024,1,222895902
2024,4,224538233
2024,4,222895906
2024,4,224538234
2024,4,224538235
2024,4,222895911
2024,4,222895913
2024,4,222895914
2024,4,222895915
2024,4,224538236
2024,4,222895918
2024,4,222895919
2024,4,224538237
2024,4,222895922
2024,4,222895924
2024,4,222895926
2024,4,222895927
2024,4,222895929
2024,4,222895931
2024,4,224538238
2024,4,224538239
2024,4,224538240
2024,4,224538241
2024,4,224538242
2024,4,224538243
2024,4,224538244
2024,4,224538245
2024,1,224538246
2024,4,224538247
2024,4,224538248
2024,4,224538249
2024,1,224538250
2024,4,224538251
2024,4,224538252
2024,4,224538253
2024,4,224538254
2024,4,224538255
2024,4,224538256
2024,4,224538257
2024,2,224538258
2024,4,224538259
2024,4,224538260
2024,4,224538261
2024,4,224538262
2024,4,224538263
2024,4,224538264
2024,4,224538265
2024,4,224538266
2024,4,224538267
2024,4,224538268
2024,4,224538269
2024,3,224538270
2024,4,224538271
2024,4,224538272
2024,4,224538273
2024,4,224538274
2024,4,224538275
2024,4,224538276
2024,4,224538277
2024,4,224538278
2024,4,224538279
2024,4,224538280
2024,4,224538281
2024,4,224538282
2024,4,224538283
2024,4,224538284
2024,4,224538285
2024,4,224538286
2024,4,224538287
2024,4,224538288
2024,4,224538289
2024,4,224538290
2024,4,224538291
2024,4,224538292
2024,4,231872555
2024,4,224538294
2024,4,224538295
2024,4,224538296
2024,4,224538297
2024,4,224538298
2024,4,224538299
2024,1,224538300
2024,4,224538301
2024,4,224538302
2024,4,224538303
2024,3,224538304
2024,4,224538305
2024,3,224538306
2024,4,224538307
2024,4,224538308
2024,4,224538309
2024,4,228372342
2024,4,228372343
2024,4,224538312
2024,4,224538313
2024,4,224538314
2024,4,224538315
2024,4,224538316
2024,4,224538317
2024,4,224538319
2024,4,224538320
2024,4,224538321
2024,4,224538322
2024,4,224538323
2024,4,224538324
2024,4,224538325
2024,4,224538326
2024,4,224538327
2024,4,224538328
2024,4,224538329
2024,4,224538330
2024,4,224538331
2024,4,224538332
2024,4,224538333
2024,1,224538334
2024,4,224538335
2024,4,224538336
2024,4,224538337
2024,3,224538338
2024,4,224538339
2024,4,224538340
2024,2,224538341
2024,1,224538342
2024,3,224538342
2024,4,224538343
2024,4,224538344
2024,4,224538345
2024,4,224538346
2024,4,224538347
2024,1,224538348
2024,3,224538348
2024,4,224538349
2024,4,224538350
2024,4,224538351
2024,4,224538352
2024,4,224538353
2024,4,224538354
2024,4,224538355
2024,4,224538356
2024,3,224538357
2024,4,224538358
2024,4,224538359
2024,2,226530947
2024,4,224538361
2024,4,224538362
2024,4,224538363
2024,4,224538364
2024,4,224538365
2024,4,224538366
2024,4,224538367
2024,1,224538368
2024,4,224538369
2024,4,224538370
2024,4,224538371
2024,4,224538372
2024,4,224538373
2024,4,224538374
2024,4,224538375
2024,4,224538376
2024,4,224538377
2024,4,224538378
2024,4,224538379
2024,2,224538380
2024,4,224538381
2024,1,224538382
2024,3,224538382
2024,4,224538383
2024,4,224538384
2024,4,224538385
2024,4,224538386
2024,4,224538388
2024,4,224538389
2024,4,224538390
2024,4,224538391
2024,3,224538392
2024,3,224538393
2024,4,224538394
2024,4,224538395
2024,4,224538396
2024,4,224538397
2024,4,224538398
2024,4,224538399
2024,4,224538400
2024,4,226530948
2024,4,224538402
2024,4,224538403
2024,4,224538404
2024,4,224538405
2024,4,224538406
2024,4,224538407
2024,3,224538408
2024,4,224538409
2024,4,224538410
2024,4,224538411
2024,4,224538412
2024,4,224538413
2024,4,224538414
2024,4,224538416
2024,4,224538418
2024,4,224538419
2024,4,224538423
2024,3,225884476
2024,1,222268597
2024,4,224256828
2024,4,222268598
2024,4,222268599
2024,3,222268601
2024,4,240645595
2024,3,222268602
2024,4,222268603
2024,4,222268604
