data_year,victim_id,offense_id
2024,208442157,222895477
2024,206485945,220930271
2024,206485946,220930272
2024,206485947,220930273
2024,206485948,220930274
2024,206485948,220930275
2024,206485948,220930276
2024,206485949,220930277
2024,206485950,220930278
2024,206485951,220930278
2024,206485952,220930278
2024,206485953,220930279
2024,206485954,220930280
2024,206485955,220930281
2024,206485956,220930282
2024,206485957,220930282
2024,206485958,220930283
2024,206485959,220930284
2024,206485960,220930285
2024,206485961,220930286
2024,206485962,220930287
2024,206485963,220930288
2024,206485964,220930289
2024,206485965,220930290
2024,206485966,220930291
2024,206485967,220930292
2024,206485968,220930293
2024,206485968,220930294
2024,206485969,220930295
2024,206485970,220930296
2024,206485971,220930297
2024,206485972,220930298
2024,206485973,220930299
2024,206485974,220930300
2024,206485975,220930301
2024,206485975,220930302
2024,206485976,220930303
2024,206485978,220930305
2024,206485979,220930306
2024,206485980,220930307
2024,206485981,220930308
2024,206485982,220930309
2024,206485983,220930310
2024,206485984,220930311
2024,206485985,220930312
2024,206485987,220930314
2024,206485988,220930315
2024,206485989,220930316
2024,206485990,220930317
2024,206485992,220930319
2024,206485993,220930320
2024,206485994,220930321
2024,206485995,220930322
2024,206485995,220930323
2024,206485996,220930324
2024,206485997,220930325
2024,206485998,220930326
2024,206485999,220930327
2024,206486000,220930327
2024,206486001,220930328
2024,206486002,220930329
2024,206486003,220930330
2024,206486004,220930331
2024,208442158,222895478
2024,206486006,220930333
2024,206486007,220930334
2024,206486008,220930335
2024,206486009,220930336
2024,206486010,220930337
2024,206486011,220930338
2024,206486012,220930339
2024,206486013,220930340
2024,206486014,220930341
2024,206486015,220930342
2024,206486016,220930342
2024,206486017,220930343
2024,206486018,220930344
2024,206486019,220930345
2024,206486020,220930346
2024,206486021,220930347
2024,206486021,220930348
2024,206486022,220930349
2024,206486023,220930350
2024,206486024,220930351
2024,206486025,220930352
2024,206486025,220930353
2024,206486026,220930354
2024,206486026,220930355
2024,206486027,220930356
2024,206486028,220930357
2024,206486029,220930358
2024,206486030,220930359
2024,206486031,220930360
2024,206486032,220930360
2024,206486033,220930361
2024,206486034,220930362
2024,206486035,220930363
2024,206486036,220930364
2024,206486037,220930365
2024,206486038,220930366
2024,206486040,220930370
2024,206486041,220930371
2024,208442159,222895479
2024,208442159,222895480
2024,206485679,220930001
2024,206485680,220930002
2024,206485681,220930003
2024,206485681,220930004
2024,206485682,220930005
2024,206485684,220930007
2024,206485685,220930008
2024,206485685,220930009
2024,206485686,220930010
2024,206485687,220930011
2024,206485688,220930012
2024,206485689,220930013
2024,206485690,220930014
2024,206485691,220930015
2024,206485701,220930027
2024,206485703,220930029
2024,206485705,220930031
2024,206485706,220930032
2024,206485708,220930034
2024,206485710,220930036
2024,206485711,220930036
2024,206485712,220930037
2024,206485713,220930038
2024,208442162,222895483
2024,206485716,220930041
2024,206485717,220930042
2024,206485719,220930044
2024,206485720,220930045
2024,206485721,220930046
2024,206485724,220930050
2024,206485725,220930051
2024,206485728,220930054
2024,208442163,222895484
2024,208442163,222895485
2024,208442164,222895484
2024,208442165,222895486
2024,206485735,220930061
2024,208442167,222895488
2024,206485738,220930064
2024,206485739,220930065
2024,206485741,220930067
2024,206485742,220930068
2024,206485744,220930070
2024,208442168,222895489
2024,208442169,222895490
2024,208442169,222895491
2024,208442170,222895492
2024,206485750,220930077
2024,206485751,220930078
2024,206485752,220930079
2024,206485754,220930082
2024,206485755,220930083
