yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
128492024,12849,2024,NM0290000,NM0290000,,N,N,,I,TAOS,TAOS CO SO TAOS,Taos,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,County,25843,25186,NMUCR0001,New Mexico Department of Public Safety,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,14,1,15,4,1,5,0.7,0.8,2018-01-01,2024-07-01,2024-07-01,2024-07-01,2024-07-01,2024-07-01,N,TAOS,Not Specified,Y,Y,Y
128502024,12850,2024,NM0290100,NM0290100,,N,N,,I,TAOS,TAOS PD,Taos,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,City,6406,25186,NMUCR0001,New Mexico Department of Public Safety,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,16,1,17,1,3,4,2.7,3.3,2018-01-01,2021-01-01,2022-10-01,2022-10-01,2022-10-01,2022-10-01,N,TAOS,Not Specified,Y,Y,Y
128512024,12851,2024,NM0290200,NM0290200,,N,N,,I,QUESTA,QUESTA PD,Questa,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,City,1797,25186,NMUCR0001,New Mexico Department of Public Safety,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2018-01-01,2024-01-01,2024-01-01,2024-01-01,2024-01-01,2024-01-01,N,TAOS,Not Specified,Y,Y,Y
128522024,12852,2024,NM0290300,NM0290300,,N,N,,I,RED RIVER,RED RIVER MARSHAL'S OFFICE RED RIVER,Red River,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,City,535,25186,NMUCR0001,New Mexico Department of Public Safety,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2018-01-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,TAOS,Not Specified,Y,Y,Y
128532024,12853,2024,NM0290400,NM0290400,,Y,N,,I,TAOS PUEBLO,TAOS PUEBLO PD TAOS,Taos Pueblo,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,Tribal,0,32826,NM0290400,Taos Pueblo,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,9,4,13,2,3,5,0,0,2021-01-01,2021-01-01,2021-01-01,2022-03-01,2022-03-01,2022-03-01,N,NOT SPECIFIED,Not Specified,Y,Y,Y
128542024,12854,2024,NM0290500,NM0290500,,N,N,,I,TAOS SKI VALLEY,TAOS SKI VALLEY DEPARTMENT OF PUBLIC SAFETY,Taos Ski Valley,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,City,82,25186,NMUCR0001,New Mexico Department of Public Safety,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2018-01-01,2021-09-01,2023-08-01,2023-08-01,2023-08-01,2023-08-01,N,TAOS,Not Specified,Y,Y,Y
128552024,12855,2024,NM0300000,NM0300000,,N,N,,I,TORRANCE,TORRANCE CO SO ESTANCIA,Torrance,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,County,11694,25186,NMUCR0001,New Mexico Department of Public Safety,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,10,13,23,3,7,10,1.1,2.8,2018-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,TORRANCE,"Albuquerque, NM",Y,Y,Y
128612024,12861,2024,NM0310100,NM0310100,,N,N,,I,CLAYTON,CLAYTON PD,Clayton,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,City,2559,25186,NMUCR0001,New Mexico Department of Public Safety,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,6,0,6,0,5,5,2.3,4.3,2018-01-01,2021-01-01,2022-10-01,2022-10-01,2022-10-01,2022-10-01,N,UNION,Not Specified,Y,Y,Y
128622024,12862,2024,NM0320000,NM0320000,,N,N,,I,VALENCIA,VALENCIA CO SO LOS LUNAS,Valencia,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,County,41069,25186,NMUCR0001,New Mexico Department of Public Safety,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,43,8,51,4,8,12,1.1,1.5,2018-01-01,2021-01-01,2021-01-01,2021-02-01,2021-02-01,2021-02-01,N,VALENCIA,"Albuquerque, NM",Y,Y,Y
128632024,12863,2024,NM0320100,NM0320100,,N,N,,I,BELEN,BELEN PD,Belen,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,City,7508,25186,NMUCR0001,New Mexico Department of Public Safety,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,17,0,17,4,3,7,2.8,3.2,2018-01-01,2020-12-01,2022-10-01,2022-10-01,2022-10-01,2022-10-01,N,VALENCIA,"Albuquerque, NM",Y,Y,Y
128652024,12865,2024,NM0320300,NM0320300,,N,N,,I,LOS LUNAS,LOS LUNAS PD,Los Lunas,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,City,19707,25186,NMUCR0001,New Mexico Department of Public Safety,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,37,2,39,4,2,6,2.1,2.3,2018-01-01,2021-01-01,2021-01-01,2021-02-01,2021-02-01,2021-02-01,N,VALENCIA,"Albuquerque, NM",Y,Y,Y
128692024,12869,2024,NM0320700,NM0320700,,N,N,,I,BOSQUE FARMS,BOSQUE FARMS PD,Bosque Farms,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,City,4094,25186,NMUCR0001,New Mexico Department of Public Safety,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,13,0,13,1,14,15,3.4,6.8,2018-01-01,2021-01-01,2022-10-01,2022-10-01,2022-10-01,2022-10-01,N,VALENCIA,"Albuquerque, NM",Y,Y,Y
128702024,12870,2024,NM0330000,NM0330000,,N,N,,I,CIBOLA,CIBOLA CO SO GRANTS,Cibola,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,County,15480,25186,NMUCR0001,New Mexico Department of Public Safety,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,19,2,21,2,3,5,1.4,1.7,2018-01-01,2023-07-01,2023-07-01,2023-07-01,2023-07-01,2023-07-01,N,CIBOLA,Not Specified,Y,Y,Y
128712024,12871,2024,NM0330300,NM0330300,,Y,N,,I,LAGUNA TRIBAL,LAGUNA TRIBAL PD LAGUNA,Laguna Tribal,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,Tribal,0,33297,NM0330300,Laguna Tribal,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,23,2,25,6,4,10,0,0,2021-01-01,2021-01-01,2021-04-01,2021-03-01,2021-03-01,2021-03-01,N,NOT SPECIFIED,Not Specified,Y,Y,Y
128722024,12872,2024,NM0330400,NM0330400,,Y,N,,I,ACOMA TRIBAL,ACOMA PD SAN FIDEL,Acoma Tribal,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,Tribal,0,33463,NM0330400,Acoma Tribal,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,10,2,12,4,6,10,0,0,2021-01-01,2021-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,NOT SPECIFIED,Not Specified,Y,Y,Y
128732024,12873,2024,NMDI02200,NMDI02200,,Y,N,,I,POJOAQUE TRIBAL,POJOAQUE TRIBAL POLICE DEPARTMENT,Pojoaque Tribal,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,Tribal,0,32679,NMDI02200,Pojoaque Tribal,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,24,1,25,1,9,10,0,0,2021-01-01,2021-01-01,2021-11-01,2021-11-01,2021-11-01,2021-11-01,N,NOT SPECIFIED,Not Specified,Y,Y,Y
128742024,12874,2024,NMDI02300,NMDI02300,,Y,N,,I,JEMEZ PUEBLO,PUEBLO OF JEMEZ POLICE DEPARTMENT,Jemez Pueblo,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,Tribal,0,33276,NMDI02300,Jemez Pueblo,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,0,0,2021-01-01,2021-01-01,2021-01-01,2021-03-01,2021-03-01,2021-03-01,N,NOT SPECIFIED,Not Specified,Y,Y,Y
128752024,12875,2024,NMDI05000,NMDI05000,,Y,N,,I,NORTHERN PUEBLOS AGENCY,BU IND AFF NORTHERN PUEBLOS AGENCY SANTA FE,Northern Pueblos Agency,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,Tribal,0,33723,NMDI05000,Northern Pueblos Agency,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,7,0,7,1,2,3,0,0,2021-01-01,2021-01-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,N,NOT SPECIFIED,Not Specified,Y,Y,Y
128762024,12876,2024,NMDI05100,NMDI05100,,Y,N,,I,SOUTHERN PUEBLOS AGENCY,BU IND AFF SOUTHERN PUEBLOS AGENCY ALBUQUERQUE,Southern Pueblos Agency,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,Tribal,0,33324,NMDI05100,Southern Pueblos Agency,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,8,2,10,5,5,10,0,0,2021-01-01,2021-01-01,2021-03-01,2021-03-01,2021-03-01,2021-03-01,N,NOT SPECIFIED,Not Specified,Y,Y,Y
128772024,12877,2024,NMDI05700,NMDI05700,,Y,N,,I,ISLETA TRIBAL,ISLETA POLICE DEPARTMENT ISLETA,Isleta Tribal,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,Tribal,0,32655,NMDI05700,Isleta Tribal,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,31,9,40,7,18,25,0,0,2021-01-01,2021-01-01,2021-01-01,2021-02-01,2021-02-01,2021-02-01,N,NOT SPECIFIED,Not Specified,Y,Y,Y
128782024,12878,2024,NMDI07000,NMDI07000,,Y,N,,I,MESCALERO TRIBAL,BIA LAW ENFORCEMENT SERVICES MESCALERO,Mescalero Tribal,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,Tribal,0,33326,NMDI07000,Mescalero Tribal,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,10,3,13,1,6,7,0,0,2021-01-01,2021-01-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,N,NOT SPECIFIED,Not Specified,Y,Y,Y
128792024,12879,2024,NMNSP0000,NMNSP0000,,N,N,,I,NEW MEXICO STATE POLICE,NMSP HQ SANTA FE,New Mexico State Police,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,State Police,0,25186,NMUCR0001,New Mexico Department of Public Safety,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,1164,181,1345,113,273,386,0,0,2018-01-01,2023-04-01,2023-04-01,2023-04-01,2023-04-01,2023-04-01,N,UNMAPPED COUNTY,Not Specified,Y,Y,Y
230782024,23078,2024,NM0070200,NM0070200,,N,N,,I,ANTHONY,ANTHONY,Anthony,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,City,8733,25186,NMUCR0001,New Mexico Department of Public Safety,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2018-01-01,2021-06-01,2022-10-01,2022-10-01,2022-10-01,2022-10-01,N,DONA ANA,"Las Cruces, NM",Y,Y,Y
230872024,23087,2024,NM0280300,NM0280300,,N,N,,I,NM INST OF MINING & TECH,NM INST OF MINING & TECH,New Mexico Institute of Mining and Technology,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,University or College,0,25186,NMUCR0001,New Mexico Department of Public Safety,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,0,0,2018-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,SOCORRO,Not Specified,Y,Y,Y
231952024,23195,2024,NM032100X,NM0321000,,N,N,,I,PERALTA,PERALTA,Peralta,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,City,3452,25186,NMUCR0001,New Mexico Department of Public Safety,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2018-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,VALENCIA,"Albuquerque, NM",Y,Y,Y
232492024,23249,2024,NM0030400,NM0030400,,N,N,,I,NM MILITARY INSTITUTE,NM MILITARY INSTITUTE,New Mexico Military Institute,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,University or College,0,25186,NMUCR0001,New Mexico Department of Public Safety,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,0,0,2018-01-01,2021-02-01,2022-10-01,2022-10-01,2022-10-01,2022-10-01,N,CHAVES,Not Specified,Y,Y,Y
232912024,23291,2024,NM0230700,NM0230700,,N,N,,I,SAN YSIDRO,SAN YSIDRO,San Ysidro,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,City,169,25186,NMUCR0001,New Mexico Department of Public Safety,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2018-01-01,2021-05-01,2022-10-01,2022-10-01,2022-10-01,2022-10-01,N,SANDOVAL,"Albuquerque, NM",Y,Y,Y
253572024,25357,2024,NM0330100,NM0330100,,N,N,,I,GRANTS,,Grants,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,City,8953,25186,NMUCR0001,New Mexico Department of Public Safety,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2018-01-01,2021-07-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,CIBOLA,Not Specified,Y,Y,Y
253582024,25358,2024,NM0330200,NM0330200,,N,N,,I,MILAN,,Milan,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,City,2456,25186,NMUCR0001,New Mexico Department of Public Safety,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2018-01-01,2021-07-01,2023-02-01,2023-02-01,2023-02-01,2023-02-01,N,CIBOLA,Not Specified,Y,Y,Y
261792024,26179,2024,NM0080500,NM0080500,,N,N,,I,HOPE,,Hope,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,City,107,25186,NMUCR0001,New Mexico Department of Public Safety,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,2,0,2,0,0,0,18.7,18.7,2018-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,EDDY,Not Specified,Y,Y,Y
288742024,28874,2024,NMDI08300,NMDI08300,,Y,N,,I,ZIA PUEBLO,,Zia Pueblo,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,Tribal,0,32800,NMDI08300,Zia Pueblo,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,7,2,9,1,2,3,0,0,2021-01-01,2021-01-01,2021-01-01,2021-04-01,2021-04-01,2021-04-01,N,NOT SPECIFIED,Not Specified,Y,Y,Y
344302024,34430,2024,NM0030300,NM0030300,,N,N,,I,HAGERMAN,,Hagerman,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,City,947,25186,NMUCR0001,New Mexico Department of Public Safety,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,4,0,4,1,1,2,5.3,6.3,2018-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,CHAVES,Not Specified,Y,Y,Y
344322024,34432,2024,NM0030500,NM0030500,,N,N,,I,LAKE ARTHUR,,Lake Arthur,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,City,372,25186,NMUCR0001,New Mexico Department of Public Safety,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2018-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,CHAVES,Not Specified,Y,Y,Y
428492024,42849,2024,NM0260500,NM0260500,,N,N,,I,DEPARTMENT OF GAME AND FISH,,Department of Game and Fish,,A,36,New Mexico,NM,NM,8,Mountain,4,West,Region IV,Other State Agency,0,25186,NMUCR0001,New Mexico Department of Public Safety,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,76,1,77,7,8,15,0,0,2018-01-01,2024-10-01,2024-10-01,2024-10-01,2024-10-01,2024-10-01,N,NOT SPECIFIED,Not Specified,Y,Y,Y
