data_year,weapon_id,offense_id,nibrs_weapon_id
2024,38,229929686,
2024,41,229929688,
2024,42,229929690,
2024,41,229929693,
2024,5,229929695,
2024,5,229929697,
2024,5,229929700,
2024,5,229929701,
2024,5,229929703,
2024,41,229929705,
2024,5,231872570,
2024,38,229929716,
2024,38,229929719,
2024,41,229929721,
2024,37,229929722,
2024,41,229929723,
2024,41,229929725,
2024,41,229929727,
2024,41,229929728,
2024,41,229929729,
2024,38,229929734,
2024,41,229929736,
2024,41,229929737,
2024,38,229929738,
2024,41,229929739,
2024,38,229929750,
2024,5,229929751,
2024,38,229929753,
2024,41,229929756,
2024,41,229929761,
2024,42,229929763,
2024,42,229929772,
2024,42,229929775,
2024,21,229929778,
2024,5,229929780,
2024,41,229929781,
2024,41,229929783,
2024,41,229929784,
2024,41,229929785,
2024,5,231872580,
2024,5,231872581,
2024,41,229929790,
2024,41,229929794,
2024,38,229929797,
2024,1,229929798,
2024,38,231872586,
2024,42,231872587,
2024,42,231872592,
2024,41,231872596,
2024,41,231872597,
2024,21,231872598,
2024,38,231872604,
2024,41,231872606,
2024,41,231872618,
2024,41,231872619,
2024,41,231872620,
2024,41,231872624,
2024,9,231872625,
2024,9,231872626,
2024,13,231872627,
2024,41,231872629,
2024,38,231872630,
2024,1,231872631,
2024,41,231872639,
2024,41,231872640,
2024,41,231872644,
2024,5,231872649,
2024,41,231872653,
2024,38,231872655,
2024,41,231872656,
2024,38,231872658,
2024,41,231872661,
2024,41,231872662,
2024,42,231872665,
2024,42,231872672,
2024,31,231872675,
2024,41,231872678,
2024,41,231872689,
2024,32,231872692,
2024,41,231872696,
2024,41,231872698,
2024,1,231872706,
2024,5,231872711,
2024,31,231872712,
2024,38,231872713,
2024,5,231872714,
2024,41,231872717,
2024,5,231872719,
2024,5,231872720,
2024,41,231872721,
2024,38,231872723,
2024,41,231872724,
2024,41,231872726,
2024,41,231872730,
2024,41,231872731,
2024,41,231872733,
2024,31,231872743,
2024,41,231872745,
2024,41,231872753,
2024,38,231872758,
2024,41,231872759,
2024,41,231872760,
2024,41,231872763,
2024,5,231872769,
2024,41,233736914,
2024,41,233736915,
2024,5,231872778,
2024,38,231872781,
2024,41,231872787,
2024,41,231872788,
2024,41,231872792,
2024,41,231872797,
2024,41,231872799,
2024,38,231872801,
2024,41,231872802,
2024,31,231872805,
2024,38,231872807,
2024,41,231872811,
2024,41,231872812,
2024,41,231872818,
2024,5,231872821,
2024,5,231872825,
2024,41,231872832,
2024,41,231872835,
2024,41,233736924,
2024,41,233736925,
2024,41,233736933,
2024,41,231872863,
2024,31,231872864,
2024,41,231872865,
2024,41,231872869,
2024,5,231872870,
2024,21,231872879,
2024,31,231872879,
2024,42,231872880,
2024,5,231872882,
2024,41,231872886,
2024,41,231872887,
2024,41,231872889,
2024,42,233736937,
2024,41,231872894,
2024,41,233736953,
2024,42,233736955,
2024,41,233736960,
2024,41,233736966,
2024,38,233736968,
2024,42,233736970,
2024,41,233736972,
2024,5,233736976,
2024,41,233736977,
2024,39,233736979,
2024,38,233736981,
2024,42,233736983,
2024,41,233736986,
2024,41,233736991,
2024,41,233736995,
2024,38,233736997,
2024,1,233737008,
2024,42,233737009,
2024,41,233737011,
2024,41,233737016,
2024,41,233737021,
2024,41,233737027,
2024,1,233737051,
2024,21,233737057,
2024,21,233737058,
2024,41,233737060,
2024,41,233737073,
2024,41,233737075,
2024,41,233737076,
2024,38,233737089,
2024,41,233737090,
2024,21,233737096,
2024,41,233737096,
2024,38,233737096,
2024,41,233737097,
2024,38,233737102,
2024,21,233737103,
2024,41,233737106,
2024,38,233737112,
2024,5,233737115,
2024,41,233737116,
2024,41,233737119,
2024,41,233737121,
2024,41,233737123,
2024,5,233737129,
2024,21,233737131,
2024,41,233737133,
2024,41,233737137,
2024,41,233737147,
2024,41,233737151,
2024,42,233737153,
2024,42,233737160,
2024,41,233737170,
2024,41,233737173,
2024,5,233737181,
2024,41,233737192,
2024,41,233737197,
2024,1,233737209,
2024,42,233737211,
2024,32,235554910,
2024,41,233737225,
2024,5,233737234,
2024,21,233737241,
2024,41,233737243,
2024,41,233737245,
2024,38,233737250,
2024,38,233737252,
2024,41,233737254,
2024,41,233737256,
2024,21,233737260,
2024,41,233737262,
2024,1,233737265,
2024,41,233737270,
2024,38,233737279,
2024,41,233737282,
2024,41,233737285,
2024,41,233737288,
2024,42,233737299,
2024,41,233737308,
2024,41,233737330,
2024,41,233737335,
2024,31,233737350,
2024,42,233737352,
2024,41,233737355,
2024,38,233737358,
2024,42,235554916,
2024,42,233737370,
2024,38,233737374,
2024,41,233737377,
2024,41,233737380,
2024,39,233737395,
2024,42,235554926,
2024,31,233737406,
2024,41,233737409,
2024,38,233737423,
2024,41,233737429,
2024,41,233737438,
2024,41,233737446,
2024,5,233737463,
2024,41,233737468,
2024,31,235554934,
2024,42,233737478,
2024,5,233737483,
2024,41,233737502,
2024,41,233737506,
2024,1,233737523,
2024,41,235554945,
2024,41,233737540,
2024,41,233737564,
2024,39,233737568,
2024,5,233737572,
2024,5,233737597,
2024,1,233737605,
2024,21,233737610,
2024,41,235554969,
2024,41,235554970,
2024,21,235554972,
2024,41,235554972,
2024,39,235554972,
2024,41,235554981,
2024,5,235554986,
2024,38,235555003,
2024,21,235555007,
2024,41,235555009,
2024,41,235555017,
2024,32,235555028,
2024,41,235555044,
2024,41,235555049,
2024,42,235555060,
2024,41,235555087,
2024,41,235555090,
2024,41,235555104,
2024,41,235555110,
2024,41,235555115,
2024,41,235555119,
2024,41,235555120,
2024,41,235555128,
2024,41,235555134,
2024,38,235555136,
2024,38,235555139,
2024,21,235555153,
2024,41,235555154,
2024,41,235555157,
2024,41,235555163,
2024,41,235555165,
2024,41,235555181,
2024,1,235555186,
2024,39,235555187,
2024,41,235555190,
2024,41,235555191,
2024,42,235555192,
2024,41,235555201,
2024,42,235555210,
2024,41,235555219,
2024,1,235555221,
2024,41,235555223,
2024,41,235555226,
2024,41,235555227,
2024,17,235555229,
2024,41,235555243,
2024,42,237688267,
2024,41,235555258,
2024,41,237688277,
2024,42,237688279,
2024,41,235555280,
2024,5,235555285,
2024,9,235555285,
2024,41,235555289,
2024,39,235555300,
2024,41,235555307,
2024,42,237688291,
2024,38,237688296,
2024,41,235555317,
2024,36,231460795,
2024,41,224271905,
2024,41,224271908,
2024,21,225884948,
2024,42,227845185,
2024,38,224271910,
2024,31,225884974,
2024,41,225884982,
2024,42,224271912,
2024,42,224271913,
2024,42,231460798,
2024,38,225885015,
2024,41,225885044,
2024,41,225885049,
2024,38,233638681,
2024,41,225885087,
2024,9,225885093,
2024,41,225885100,
2024,41,225885122,
2024,5,225885133,
2024,41,225885171,
2024,41,225885178,
2024,41,225885184,
2024,5,225885196,
2024,41,225885200,
2024,41,227845187,
2024,41,225885215,
2024,38,225885230,
2024,41,225885250,
2024,39,233638682,
2024,41,225885284,
2024,31,225885290,
2024,41,225885294,
2024,5,227845188,
2024,1,236989956,
2024,41,227845189,
2024,41,225885310,
2024,41,225885328,
2024,41,225885342,
2024,21,225885354,
2024,42,225885372,
2024,41,225885375,
2024,41,225885385,
2024,41,225885386,
2024,39,227845190,
2024,5,225885439,
2024,5,225885443,
2024,41,225885475,
2024,41,225885495,
2024,5,225885508,
2024,41,225885521,
2024,39,227845194,
2024,39,227845195,
2024,42,225885527,
2024,42,225885549,
2024,5,225885554,
2024,5,225885556,
2024,41,229564690,
2024,41,225885574,
2024,5,225885582,
2024,5,225885589,
2024,21,225885600,
2024,41,225885600,
2024,41,229564691,
2024,5,225885615,
2024,41,225885621,
2024,41,225885626,
2024,5,225885632,
2024,41,234903869,
2024,41,225885661,
2024,41,225885681,
2024,42,225885686,
2024,42,225885695,
2024,1,227845197,
2024,5,229564692,
2024,41,225885717,
2024,38,225885735,
