data_year,victim_id,offender_id,relationship_id,nibrs_victim_offender_id
2024,224286361,229122872,21,
2024,224286370,229122882,18,
2024,226181359,231020573,24,
2024,224286374,229122886,24,
2024,224286376,229122888,18,
2024,224286377,229122889,18,
2024,224286378,229122890,18,
2024,224286383,229122896,18,
2024,224286385,229122898,19,
2024,224286397,229122911,24,
2024,224286399,229122913,15,
2024,226181360,231020574,18,
2024,224286403,229122918,1,
2024,224286404,229122918,1,
2024,226181361,231020575,3,
2024,224286410,229122924,26,
2024,224286412,229122926,3,
2024,224286412,229122927,3,
2024,224286412,229122928,3,
2024,224286414,229122930,18,
2024,224286417,229122932,18,
2024,224286417,229122933,18,
2024,224286420,229122936,24,
2024,224286426,229122941,21,
2024,228391729,233247762,5,
2024,228391730,233247762,5,
2024,224286431,229122945,18,
2024,224286433,229122947,24,
2024,224286434,229122947,24,
2024,224286438,229122950,18,
2024,224286440,229122952,18,
2024,224286444,229122956,1,
2024,224286447,229122958,18,
2024,224286450,229122961,23,
2024,226181362,231020576,18,
2024,224286459,229122968,17,
2024,230247899,235096802,18,
2024,230247899,235096803,1,
2024,224286465,229122975,26,
2024,224286467,229122977,18,
2024,224286468,229122977,16,
2024,226181367,231020580,3,
2024,224286471,229122980,1,
2024,226181368,231020581,3,
2024,226181368,231020582,18,
2024,226181369,231020581,16,
2024,226181369,231020582,17,
2024,226181370,231020581,16,
2024,226181370,231020582,17,
2024,226181371,231020581,18,
2024,226181371,231020582,3,
2024,226181372,231020583,18,
2024,226181374,231020586,18,
2024,224286495,229123001,18,
2024,224286507,229123009,24,
2024,224286507,229123010,24,
2024,224286512,229123013,3,
2024,224286515,229123016,3,
2024,226181376,231020588,24,
2024,224286520,229123021,18,
2024,226181377,231020589,18,
2024,226181378,231020590,18,
2024,226181379,231020591,18,
2024,226181382,231020594,3,
2024,224286546,229123048,3,
2024,224286548,229123050,3,
2024,224286549,229123050,16,
2024,224286553,229123053,18,
2024,224286555,229123055,5,
2024,224286558,229123057,18,
2024,226181385,231020597,18,
2024,226181385,231020598,18,
2024,224286566,229123065,9,
2024,224286568,229123067,18,
2024,224286570,229123069,18,
2024,224286574,229123072,18,
2024,224286576,229123074,18,
2024,224286577,229123074,18,
2024,224286581,229123078,19,
2024,224286581,229123079,16,
2024,232382441,237223730,18,
2024,232382441,237223731,18,
2024,226181390,231020605,18,
2024,226181391,231020606,18,
2024,226181392,231020607,18,
2024,226181392,231020608,18,
2024,226181392,231020609,18,
2024,224286587,229123085,1,
2024,224286593,229123091,18,
2024,226181393,231020610,18,
2024,226181393,231020611,18,
2024,226181395,231020613,18,
2024,226181396,231020614,3,
2024,224286601,229123099,18,
2024,224286606,229123104,18,
2024,226181398,231020616,18,
2024,224286609,229123106,18,
2024,226181400,231020621,18,
2024,226181400,231020622,18,
2024,224286611,229123108,18,
2024,226181401,231020623,4,
2024,226181402,231020624,18,
2024,226181405,231020627,24,
2024,226181406,231020628,3,
2024,226181407,231020629,1,
2024,226181409,231020632,18,
2024,226181411,231020633,18,
2024,226181411,231020634,18,
2024,226181411,231020635,18,
2024,226181412,231020636,18,
2024,226181412,231020637,18,
2024,224286612,229123109,18,
2024,226181414,231020639,18,
2024,224286615,229123111,18,
2024,226181415,231020640,3,
2024,226181417,231020642,18,
2024,226181419,231020645,18,
2024,226181421,231020647,21,
2024,226181422,231020648,18,
2024,226181423,231020649,24,
2024,226181424,231020649,24,
2024,226181426,231020651,18,
2024,226181427,231020652,18,
2024,226181428,231020653,17,
2024,226181429,231020653,5,
2024,226181430,231020653,5,
2024,226181431,231020654,14,
2024,226181432,231020655,18,
2024,226181434,231020657,9,
2024,226181446,231020671,1,
2024,226181447,231020672,18,
2024,226181449,231020674,18,
2024,226181452,231020676,21,
2024,226181452,231020677,16,
2024,226181453,231020676,5,
2024,226181453,231020677,5,
2024,226181455,231020679,3,
2024,226181457,231020681,15,
2024,226181458,231020681,17,
2024,226181459,231020681,22,
2024,226181464,231020687,18,
2024,226181465,231020688,18,
2024,226181470,231020692,16,
2024,226181473,231020695,18,
2024,226181476,231020698,20,
2024,226181478,231020700,18,
2024,226181479,231020701,9,
2024,226181480,231020702,3,
2024,226181484,231020707,26,
2024,226181485,231020708,3,
2024,226181488,231020710,4,
2024,226181489,231020711,16,
2024,226181490,231020711,16,
2024,226181492,231020713,18,
2024,226181493,231020713,18,
2024,226181494,231020714,18,
2024,226181495,231020715,15,
2024,226181496,231020716,17,
2024,226181498,231020720,18,
2024,226181500,231020722,18,
2024,226181500,231020723,18,
2024,228391731,233247763,18,
2024,226181503,231020726,18,
2024,226181505,231020728,1,
2024,226181506,231020728,1,
2024,226181507,231020728,1,
2024,230247901,235096805,1,
2024,226181511,231020733,24,
2024,226181512,231020733,3,
2024,226181513,231020734,18,
2024,226181514,231020735,17,
2024,230247903,235096807,18,
2024,226181521,231020742,18,
2024,226181523,231020744,18,
2024,228391732,233247764,5,
2024,226181524,231020745,3,
2024,226181525,231020746,18,
2024,226181526,231020747,18,
2024,226181526,231020748,18,
2024,226181527,231020749,3,
2024,226181528,231020750,18,
2024,226181529,231020751,18,
2024,226181530,231020752,21,
2024,226181532,231020754,19,
2024,226181532,231020755,16,
2024,226181533,231020754,13,
2024,226181533,231020755,16,
2024,226181534,231020756,18,
2024,226181535,231020757,3,
2024,226181536,231020758,13,
2024,226181537,231020759,3,
2024,226181537,231020760,16,
2024,226181537,231020761,16,
2024,226181538,231020762,24,
2024,226181542,231020768,8,
2024,226181544,231020770,1,
2024,226181545,231020770,1,
2024,226181546,231020770,1,
2024,226181547,231020770,1,
2024,226181550,231020772,18,
2024,226181551,231020773,7,
2024,226181551,231020774,7,
2024,226181552,231020775,18,
2024,226181555,231020778,18,
2024,226181556,231020779,5,
2024,226181557,231020780,1,
2024,226181559,231020782,18,
2024,226181560,231020783,1,
2024,226181561,231020784,24,
2024,226181562,231020784,24,
2024,226181563,231020784,24,
2024,226181564,231020784,24,
2024,228391733,233247765,1,
2024,228391734,233247765,1,
2024,228391735,233247765,1,
2024,226181569,231020787,18,
2024,226181570,231020787,18,
2024,226181571,231020788,18,
2024,228391736,233247766,3,
2024,226181576,231020793,3,
2024,226181577,231020794,18,
2024,226181580,231020796,18,
2024,228391739,233247769,5,
2024,228391740,233247769,26,
2024,226181582,231020798,18,
2024,226181584,231020800,16,
2024,226181586,231020803,18,
2024,226181587,231020804,17,
2024,226181588,231020805,18,
2024,226181590,231020807,18,
2024,226181592,231020809,1,
2024,226181593,231020810,18,
2024,226181594,231020811,10,
2024,226181595,231020812,18,
2024,226181598,231020815,18,
2024,226181598,231020816,18,
2024,226181602,231020819,21,
2024,226181603,231020820,18,
2024,226181604,231020821,18,
2024,226181607,231020824,3,
2024,226181608,231020825,18,
2024,226181610,231020826,18,
2024,228391742,233247771,5,
2024,228391743,233247771,5,
2024,228391744,233247771,5,
2024,226181614,231020828,18,
2024,226181615,231020829,18,
2024,226181616,231020830,18,
2024,226181617,231020831,3,
2024,226181618,231020831,3,
2024,226181619,231020832,15,
2024,226181620,231020833,24,
2024,226181622,231020835,24,
2024,226181623,231020836,18,
2024,226181623,231020837,18,
2024,226181624,231020838,3,
2024,226181626,231020840,18,
2024,226181627,231020841,9,
2024,226181630,231020845,1,
2024,226181631,231020846,18,
2024,226181632,231020847,26,
2024,226181633,231020848,24,
2024,226181634,231020848,24,
2024,226181635,231020848,24,
2024,226181636,231020848,24,
2024,226181637,231020848,24,
2024,226181638,231020849,3,
2024,226181641,231020854,17,
2024,226181642,231020854,17,
2024,226181643,231020855,17,
2024,232382443,237223733,9,
2024,232382445,237223735,18,
2024,228391745,233247772,1,
2024,226181646,231020858,3,
2024,226181647,231020859,18,
2024,232382446,237223736,5,
2024,226181648,231020860,17,
2024,226181650,231020861,18,
2024,226181651,231020862,18,
2024,226181652,231020863,24,
2024,226181653,231020864,18,
2024,226181654,231020865,18,
2024,228391746,233247773,24,
2024,226181655,231020866,18,
2024,226181656,231020867,21,
2024,226181657,231020868,18,
2024,226181658,231020869,18,
2024,226181659,231020870,3,
2024,226181660,231020871,24,
2024,226181663,231020875,16,
2024,226181665,231020877,18,
2024,228391748,233247775,18,
2024,226181668,231020881,18,
2024,226181670,231020883,18,
2024,226181671,231020884,24,
2024,226181672,231020885,17,
2024,226181674,231020888,11,
2024,226181675,231020889,25,
2024,226181675,231020890,21,
2024,226181676,231020889,21,
2024,226181676,231020890,25,
2024,226181677,231020891,18,
2024,226181682,231020898,18,
2024,226181685,231020901,24,
2024,226181687,231020905,18,
2024,226181689,231020907,18,
2024,230247906,235096810,5,
2024,226181692,231020910,3,
2024,226181693,231020910,16,
2024,226181695,231020912,24,
2024,226181698,231020914,19,
2024,226181698,231020915,19,
2024,226181699,231020916,24,
2024,226181700,231020916,24,
2024,226181701,231020917,18,
2024,226181702,231020918,7,
2024,226181703,231020919,18,
2024,226181704,231020920,18,
2024,228391752,233247779,16,
2024,226181708,231020925,18,
2024,226181711,231020927,18,
2024,226181711,231020928,18,
2024,226181711,231020929,18,
2024,226181712,231020930,3,
2024,230247908,235096812,15,
2024,226181713,231020931,18,
2024,226181715,231020933,18,
2024,226181716,231020934,1,
2024,228391754,233247781,1,
2024,226181721,231020939,18,
2024,226181722,231020939,18,
2024,226181723,231020940,3,
2024,226181724,231020941,3,
2024,226181725,231020942,24,
2024,226181726,231020943,24,
2024,226181727,231020944,13,
2024,226181728,231020945,1,
2024,226181730,231020947,18,
2024,226181732,231020949,3,
2024,226181733,231020950,18,
2024,226181734,231020951,18,
2024,226181735,231020952,18,
2024,226181736,231020953,24,
2024,226181736,231020955,24,
2024,226181737,231020956,18,
2024,230247910,235096814,3,
2024,226181739,231020958,1,
2024,226181739,231020959,1,
2024,226181740,231020960,16,
2024,228391759,233247787,24,
2024,226181743,231020963,18,
2024,226181744,231020964,24,
2024,226181745,231020964,24,
2024,226181746,231020965,18,
2024,226181748,231020967,1,
2024,226181748,231020968,1,
2024,226181749,231020969,16,
2024,226181749,231020970,16,
2024,226181750,231020971,18,
2024,226181751,231020972,18,
2024,226181752,231020973,13,
2024,226181754,231020975,18,
2024,226181755,231020976,1,
2024,232382447,237223737,18,
2024,226181757,231020978,24,
2024,226181757,231020979,24,
2024,226181759,231020980,15,
2024,226181760,231020981,18,
2024,226181761,231020982,19,
2024,226181762,231020983,18,
2024,226181763,231020984,24,
2024,226181764,231020985,18,
2024,226181764,231020986,18,
2024,226181765,231020987,18,
2024,226181765,231020988,18,
2024,226181766,231020989,18,
2024,226181768,231020991,8,
2024,226181769,231020992,18,
2024,226181770,231020993,18,
2024,226181771,231020994,18,
2024,228391763,233247791,18,
2024,226181773,231020996,1,
2024,228391765,233247793,18,
2024,228391768,233247796,18,
2024,228391770,233247798,21,
2024,228391774,233247802,18,
2024,226181777,231021000,3,
2024,226181778,231021001,15,
2024,228391778,233247806,17,
2024,226181782,231021005,24,
2024,226181783,231021006,3,
2024,228391782,233247810,18,
2024,226181785,231021008,6,
2024,228391783,233247811,18,
2024,226181787,231021010,18,
2024,228391788,233247816,18,
2024,226181789,231021012,18,
2024,226181789,231021013,18,
2024,226181792,231021016,19,
2024,228391790,233247818,18,
2024,228391792,233247820,1,
2024,228391794,233247822,18,
2024,228391796,233247824,21,
2024,226181795,231021019,18,
2024,228391799,233247827,18,
2024,228391799,233247828,18,
2024,228391799,233247829,18,
2024,230247916,235096820,9,
2024,230247916,235096821,3,
2024,230247916,235096822,18,
2024,228391800,233247830,5,
2024,226181799,231021027,18,
2024,228391802,233247832,18,
2024,228391804,233247834,18,
2024,226181802,231021030,24,
2024,228391808,233247838,18,
2024,226181806,231021034,18,
2024,226181808,231021037,18,
2024,228391816,233247848,18,
2024,228391818,233247850,1,
2024,228391819,233247851,18,
2024,226181811,231021040,21,
2024,226181814,231021043,21,
2024,226181817,231021045,18,
2024,226181818,231021046,18,
2024,226181819,231021047,18,
2024,226181820,231021048,18,
2024,226181821,231021048,18,
2024,226181823,231021051,18,
2024,226181824,231021052,21,
2024,226181827,231021054,5,
2024,226181827,231021055,1,
2024,226181827,231021056,18,
2024,226181827,231021057,18,
2024,228391822,233247855,3,
2024,226181828,231021058,18,
2024,228391824,233247857,11,
2024,228391824,233247859,24,
2024,228391825,233247857,9,
2024,228391825,233247859,24,
2024,228391827,233247861,18,
2024,226181832,231021061,18,
2024,226181836,231021065,11,
2024,226181837,231021066,18,
2024,228391835,233247868,17,
2024,226181839,231021070,19,
2024,226181840,231021071,14,
2024,226181842,231021073,18,
2024,226181844,231021075,18,
2024,226181845,231021076,24,
2024,226181847,231021078,3,
2024,228391838,233247870,26,
2024,228391840,233247872,22,
2024,226181848,231021079,17,
2024,226181850,231021081,16,
2024,226181851,231021081,16,
2024,226181852,231021081,16,
2024,226181853,231021081,16,
2024,226181854,231021082,18,
2024,226181855,231021082,18,
2024,226181856,231021082,18,
2024,226181859,231021085,18,
2024,228391842,233247874,18,
2024,228391842,233247875,18,
2024,228391842,233247876,18,
2024,228391842,233247877,18,
2024,228391845,233247879,3,
2024,228391845,233247880,3,
2024,226181861,231021087,18,
2024,226181862,231021088,18,
2024,226181864,231021090,18,
2024,226181865,231021091,18,
2024,226181867,231021093,1,
2024,228391847,233247882,15,
2024,226181870,231021096,17,
2024,228391849,233247884,18,
2024,228391851,233247886,18,
2024,232382451,237223740,14,
2024,226181875,231021101,1,
2024,226181877,231021103,14,
2024,226181878,231021103,14,
2024,226181879,231021104,18,
2024,226181881,231021106,11,
2024,226181883,231021107,14,
2024,226181885,231021109,18,
2024,230247921,235096827,5,
2024,228391855,233247891,3,
2024,228391857,233247893,24,
2024,228391864,233247900,3,
2024,230247923,235096830,13,
2024,230247923,235096831,16,
2024,226181896,231021123,18,
2024,230247927,235096835,14,
2024,228391867,233247902,24,
2024,228391871,233247906,24,
2024,226181901,231021127,18,
2024,228391873,233247908,18,
2024,226181902,231021128,24,
2024,228391875,233247910,18,
2024,228391875,233247911,18,
2024,230247932,235096840,15,
2024,226181907,231021132,16,
2024,226181908,231021132,16,
2024,228391881,233247918,19,
2024,228391883,233247920,17,
2024,230247934,235096842,18,
2024,230247934,235096843,14,
2024,228391885,233247922,9,
2024,228391886,233247923,24,
2024,228391891,233247925,24,
2024,228391895,233247928,18,
2024,228391897,233247930,18,
2024,228391900,233247933,14,
2024,228391901,233247933,14,
2024,228391902,233247934,15,
2024,230247937,235096846,3,
2024,230247938,235096846,16,
2024,228391905,233247936,3,
2024,228391905,233247937,3,
2024,228391906,233247936,4,
2024,228391906,233247937,18,
2024,228391907,233247936,4,
2024,228391907,233247937,3,
2024,228391908,233247936,18,
2024,228391908,233247937,18,
2024,228391909,233247936,18,
2024,228391909,233247937,18,
2024,228391913,233247940,18,
2024,228391915,233247943,18,
2024,228391916,233247943,18,
2024,228391922,233247947,3,
2024,226181925,231021149,3,
2024,226181926,231021149,16,
2024,228391928,233247953,18,
2024,228391929,233247954,18,
2024,228391935,233247963,3,
2024,228391936,233247963,3,
2024,228391938,233247965,21,
2024,228391939,233247966,18,
2024,228391941,233247968,18,
2024,228391942,233247969,18,
2024,226181932,231021155,18,
2024,228391944,233247971,3,
2024,228391948,233247975,18,
2024,230247945,235096854,21,
2024,228391956,233247983,18,
2024,228391961,233247988,1,
2024,228391965,233247992,5,
2024,228391967,233247994,24,
2024,228391968,233247994,24,
2024,228391969,233247994,24,
2024,228391970,233247994,24,
2024,228391981,233248004,18,
2024,228391998,233248015,3,
2024,228392007,233248023,18,
2024,228392023,233248039,18,
2024,228392035,233248052,24,
2024,228392068,233248082,26,
2024,228392087,233248103,3,
2024,228392091,233248107,18,
2024,228392101,233248118,15,
2024,228392108,233248124,18,
2024,228392131,233248152,19,
2024,232382463,237223755,5,
2024,232382463,237223756,4,
2024,232382464,237223755,5,
2024,232382464,237223756,5,
2024,228392183,233248200,18,
2024,228392199,233248219,18,
2024,228392200,233248219,18,
2024,228392201,233248219,18,
2024,228392202,233248219,18,
2024,228392203,233248219,18,
2024,228392204,233248220,18,
2024,228392205,233248221,18,
2024,228392219,233248233,18,
2024,228392223,233248238,16,
2024,228392237,233248250,1,
2024,228392281,233248297,24,
2024,228392281,233248298,24,
2024,228392286,233248303,15,
2024,228392315,233248329,9,
2024,230248010,235096915,9,
2024,230248088,235097001,18,
2024,230248160,235097081,3,
2024,230248291,235097215,3,
2024,230248304,235097228,18,
2024,230248449,235097367,16,
2024,230248450,235097367,18,
2024,232382518,237223806,9,
2024,232382753,237224044,18,
2024,232382754,237224044,18,
2024,219482256,224334455,18,
2024,206645412,211576707,3,
2024,219162066,224012086,9,
2024,219162068,224012088,19,
2024,219162070,224012090,1,
2024,219162073,224012093,15,
2024,219162086,224012103,24,
2024,219162088,224012105,3,
2024,219162112,224012124,7,
2024,219162119,224012130,1,
2024,219162129,224012138,21,
2024,219162133,224012143,24,
2024,219162134,224012143,24,
2024,219162144,224012152,6,
2024,219162157,224012161,24,
2024,219162158,224012161,24,
2024,219162166,224012169,3,
2024,219162181,224012186,5,
2024,219162184,224012189,1,
2024,219162196,224012202,21,
2024,219162224,224012231,24,
2024,219162226,224012233,26,
2024,219162235,224012242,3,
2024,219162253,224012261,1,
2024,219162262,224012270,14,
2024,219162267,224012275,14,
2024,219162269,224012277,9,
2024,219162284,224012292,21,
2024,219162291,224012299,7,
2024,219162296,224012303,24,
2024,219162299,224012306,3,
2024,219162301,224012308,24,
2024,219162308,224012315,17,
2024,219162325,224012332,3,
2024,219162327,224012334,24,
2024,219162339,224012346,18,
2024,219162346,224012353,3,
2024,219162348,224012355,1,
2024,219162370,224012377,1,
2024,219162381,224012388,21,
2024,219162387,224012394,3,
2024,219162388,224012395,5,
2024,219162418,224012425,24,
2024,219162422,224012429,3,
2024,219162428,224012435,3,
2024,219162434,224012440,18,
2024,219162438,224012445,24,
2024,219162441,224012447,15,
2024,219162443,224012449,14,
2024,219162450,224012454,24,
2024,219162452,224012456,1,
2024,219162455,224012459,26,
2024,219162457,224012461,18,
2024,219162461,224012465,19,
2024,221447998,226292958,24,
2024,219162475,224012480,24,
2024,219162480,224012485,24,
2024,219162481,224012485,24,
2024,219162482,224012486,18,
2024,219162482,224012487,18,
2024,219162482,224012488,18,
2024,219162491,224012497,16,
2024,219162493,224012499,14,
2024,219162493,224012500,14,
2024,219162495,224012503,9,
2024,219162497,224012505,17,
2024,219162499,224012507,1,
2024,219162500,224012508,3,
2024,219162501,224012509,21,
2024,219162503,224012511,26,
2024,219162504,224012512,26,
2024,219162505,224012513,3,
2024,219162509,224012517,3,
2024,219162510,224012518,16,
2024,219162511,224012518,16,
2024,219162517,224012525,24,
2024,219162518,224012526,24,
2024,219162519,224012526,24,
2024,219162520,224012526,24,
2024,219162522,224012529,17,
2024,219162530,224012537,3,
2024,219162531,224012538,22,
2024,219162534,224012541,24,
2024,219162537,224012544,18,
2024,219162537,224012545,18,
2024,219162544,224012552,6,
2024,219162551,224012559,16,
2024,219162564,224012572,21,
2024,219162569,224012577,24,
2024,219162573,224012581,1,
2024,219162573,224012582,1,
2024,219162574,224012583,24,
2024,219162574,224012584,24,
2024,219162578,224012587,1,
2024,219162580,224012589,19,
2024,219162585,224012594,3,
2024,219162587,224012596,3,
2024,219162596,224012604,18,
2024,219162601,224012608,3,
2024,219162605,224012611,24,
2024,219162607,224012613,1,
2024,219162609,224012615,16,
2024,219162610,224012616,26,
2024,219162612,224012618,24,
2024,219162612,224012619,24,
2024,219162620,224012625,21,
2024,219162645,224012648,3,
2024,219162650,224012653,16,
2024,219162660,224012665,1,
2024,219162663,224012667,18,
2024,219162663,224012668,24,
2024,219162669,224012673,1,
2024,219162673,224012676,26,
2024,219162678,224012680,14,
2024,219162679,224012680,14,
2024,219162680,224012680,14,
2024,219162692,224012692,26,
2024,219162696,224012696,1,
2024,219162697,224012696,1,
2024,219162698,224012697,18,
2024,219162700,224012699,3,
2024,219162701,224012699,24,
2024,219162702,224012699,1,
2024,219162704,224012702,18,
2024,219162707,224012706,15,
2024,219162716,224012715,24,
2024,219162720,224012719,1,
2024,219162721,224012720,17,
2024,219162726,224012724,3,
2024,219162736,224012733,5,
2024,219162743,224012740,21,
2024,219162744,224012741,17,
2024,219162750,224012747,16,
2024,219162753,224012750,1,
2024,219162753,224012751,1,
2024,219162754,224012750,24,
2024,219162754,224012751,24,
2024,219162755,224012750,24,
2024,219162755,224012751,24,
2024,219162762,224012758,1,
2024,219162768,224012764,24,
2024,219162770,224012764,24,
2024,219162783,224012775,18,
2024,219162786,224012777,24,
2024,219162786,224012778,24,
2024,219162791,224012784,18,
2024,219162801,224012793,18,
2024,219162805,224012797,3,
2024,219162812,224012803,24,
2024,219162814,224012805,1,
2024,219162818,224012809,21,
2024,219591053,224442720,24,
2024,219162819,224012810,1,
2024,219162854,224012846,22,
2024,219162856,224012848,16,
2024,219162858,224012850,16,
2024,219162860,224012852,16,
2024,219162875,224012863,16,
2024,219162881,224012869,21,
2024,219162885,224012872,16,
2024,219162890,224012877,24,
2024,219162894,224012881,26,
2024,219162904,224012890,21,
2024,219162907,224012893,18,
2024,219162908,224012893,18,
2024,219162911,224012895,1,
2024,219162911,224012896,1,
2024,219162914,224012899,3,
2024,219162924,224012908,7,
2024,219162929,224012912,3,
2024,219162932,224012915,24,
2024,219162938,224012921,26,
2024,219162939,224012922,21,
2024,219162943,224012926,15,
2024,219162950,224012933,3,
2024,219162954,224012937,3,
2024,219162955,224012938,3,
2024,219162957,224012940,16,
2024,219162967,224012951,24,
2024,219162967,224012952,24,
2024,219162974,224012961,3,
2024,219162976,224012964,24,
2024,219162981,224012970,16,
2024,219162985,224012974,21,
2024,219162988,224012977,24,
2024,219163015,224013005,16,
2024,219163018,224013008,26,
2024,219163025,224013017,19,
2024,219163030,224013022,16,
2024,219163031,224013022,3,
2024,219163035,224013027,16,
2024,219163037,224013029,24,
2024,219163043,224013035,3,
2024,219163062,224013058,1,
2024,219163071,224013067,16,
2024,219163073,224013069,24,
2024,219163079,224013075,18,
2024,219163088,224013085,19,
2024,219163089,224013086,26,
2024,219163091,224013088,15,
2024,219163102,224013097,3,
2024,219163103,224013097,16,
2024,219163105,224013099,16,
2024,219163106,224013100,26,
2024,219163120,224013114,21,
2024,219163122,224013116,9,
2024,219163124,224013118,15,
2024,219163133,224013128,26,
2024,219163136,224013131,1,
2024,219163136,224013132,1,
2024,219163152,224013147,18,
2024,219163165,224013163,18,
2024,219163165,224013164,18,
2024,219163171,224013169,1,
2024,219163176,224013174,16,
2024,219163181,224013179,18,
2024,219163186,224013184,18,
2024,219163188,224013186,16,
2024,219163190,224013188,26,
2024,219163211,224013205,21,
2024,219163213,224013207,24,
2024,219163218,224013212,18,
2024,219163226,224013219,16,
2024,219163226,224013220,16,
2024,219163228,224013222,16,
2024,219163233,224013227,24,
2024,219163238,224013232,24,
2024,219163239,224013232,24,
2024,219163241,224013234,24,
2024,219163242,224013234,24,
2024,219163243,224013235,24,
2024,219163245,224013237,17,
2024,219163249,224013241,24,
2024,219163254,224013246,3,
2024,219163256,224013248,21,
2024,219163257,224013249,3,
2024,219163259,224013251,26,
2024,219163264,224013256,17,
2024,219163272,224013264,18,
2024,219163280,224013272,14,
2024,219163281,224013273,15,
2024,219163285,224013278,3,
2024,219163287,224013280,18,
2024,219163288,224013280,24,
2024,219163298,224013290,1,
2024,219163311,224013302,24,
2024,219163311,224013303,24,
2024,219163314,224013305,16,
2024,219163316,224013307,18,
2024,219163318,224013308,1,
2024,219163321,224013310,1,
2024,219163326,224013315,13,
2024,219163334,224013323,3,
2024,219163341,224013330,24,
2024,219163351,224013341,1,
2024,219163356,224013345,3,
2024,219163357,224013346,26,
2024,219163369,224013355,17,
2024,219163379,224013362,1,
2024,219163385,224013368,1,
2024,219163386,224013369,19,
2024,219163388,224013371,24,
2024,219163393,224013377,21,
2024,219163404,224013391,5,
2024,219163407,224013394,16,
2024,219163411,224013398,22,
2024,219163412,224013398,17,
2024,219163414,224013400,16,
2024,219163415,224013400,16,
2024,219163422,224013407,1,
2024,219163423,224013408,17,
2024,219163430,224013416,17,
2024,219163433,224013418,3,
2024,219163435,224013420,1,
2024,219163439,224013424,26,
2024,219163440,224013425,14,
2024,219163456,224013439,18,
2024,219163464,224013449,24,
2024,219163466,224013451,16,
2024,219163468,224013453,18,
2024,219163472,224013457,3,
2024,219163474,224013459,1,
2024,219163474,224013460,1,
2024,219163477,224013464,15,
2024,219163481,224013468,9,
2024,219163489,224013475,16,
2024,219591072,224442741,18,
2024,219163497,224013481,3,
2024,219163501,224013485,1,
2024,219163505,224013487,16,
2024,219163508,224013489,5,
2024,219163510,224013491,16,
2024,219163510,224013492,18,
2024,219163511,224013491,16,
2024,219163511,224013492,18,
2024,219163512,224013491,16,
2024,219163512,224013492,18,
2024,219591073,224442742,17,
2024,219163520,224013501,3,
2024,219163522,224013503,18,
2024,219163522,224013504,18,
2024,219163534,224013514,24,
2024,219591075,224442744,15,
2024,219163541,224013522,3,
2024,219163546,224013527,15,
2024,219163553,224013539,1,
2024,219163555,224013541,24,
2024,219163559,224013545,18,
2024,219163560,224013546,3,
2024,219163562,224013548,3,
2024,219163566,224013552,14,
2024,219163566,224013553,25,
2024,219163567,224013552,25,
2024,219163567,224013553,14,
2024,219163585,224013569,24,
2024,219163596,224013578,18,
2024,219591080,224442750,24,
2024,219163607,224013591,14,
2024,219163611,224013596,24,
2024,219163613,224013598,24,
2024,219163625,224013608,3,
2024,219163625,224013609,1,
2024,219163627,224013611,9,
2024,219163628,224013612,26,
2024,219163636,224013620,21,
2024,219163637,224013621,3,
2024,219163639,224013623,24,
2024,219163643,224013628,1,
2024,219163646,224013632,21,
2024,219163657,224013641,3,
2024,219163661,224013645,16,
2024,219163682,224013665,5,
2024,219163685,224013668,9,
2024,219163698,224013682,3,
2024,219163702,224013686,17,
2024,219163709,224013693,9,
2024,219163725,224013705,1,
2024,219163728,224013708,9,
2024,219163731,224013710,16,
2024,219163735,224013714,26,
2024,219163736,224013717,3,
2024,219163740,224013720,3,
2024,219163745,224013725,24,
2024,219163747,224013727,26,
2024,219163751,224013730,24,
2024,219163755,224013735,16,
2024,219591102,224442770,24,
2024,219591110,224442777,18,
2024,219591137,224442805,1,
2024,219591143,224442811,14,
2024,219591144,224442811,24,
2024,219591152,224442819,3,
2024,219591163,224442829,24,
2024,219591163,224442830,24,
2024,219591166,224442833,16,
2024,219591168,224442836,1,
2024,219591168,224442837,1,
2024,219591171,224442840,3,
2024,219591179,224442849,8,
2024,219591182,224442852,26,
2024,219591186,224442855,1,
2024,219591188,224442857,24,
2024,219591190,224442859,1,
2024,219591191,224442859,1,
2024,219591192,224442860,3,
2024,219591196,224442865,16,
2024,219591199,224442868,24,
2024,219591204,224442874,3,
2024,219591208,224442878,21,
2024,219591210,224442880,5,
2024,219591213,224442883,3,
2024,219591214,224442883,20,
2024,219591216,224442885,3,
2024,219591221,224442890,24,
2024,219591224,224442893,14,
2024,219591226,224442895,9,
2024,219591237,224442905,18,
2024,219591237,224442906,18,
2024,219591238,224442905,18,
2024,219591238,224442906,18,
2024,219591239,224442907,5,
2024,219591242,224442909,17,
2024,219591250,224442917,3,
2024,219591260,224442926,21,
2024,219591267,224442933,21,
2024,219591267,224442934,16,
2024,219591281,224442946,18,
2024,219591282,224442947,6,
2024,219591286,224442951,16,
2024,219591293,224442957,19,
2024,219591298,224442961,24,
2024,219591298,224442962,24,
2024,219591306,224442970,24,
2024,219591306,224442971,24,
2024,219591322,224442986,3,
2024,219591340,224443000,18,
2024,219591340,224443001,18,
2024,219591340,224443002,18,
2024,223576532,228415808,16,
2024,219591356,224443019,3,
2024,219591359,224443023,18,
2024,219591364,224443028,14,
2024,219591365,224443028,26,
2024,219591367,224443030,13,
2024,219591370,224443033,17,
