data_year,victim_id,offender_id,relationship_id,nibrs_victim_offender_id
2024,205718369,210653773,21,
2024,205718370,210653773,5,
2024,205718371,210653774,24,
2024,205718375,210653779,18,
2024,207822677,212741233,18,
2024,205718377,210653781,18,
2024,205718379,210653783,24,
2024,205718380,210653783,24,
2024,205718381,210653783,24,
2024,205718382,210653783,24,
2024,205718383,210653783,24,
2024,205718386,210653785,18,
2024,207822680,212741236,1,
2024,205718387,210653786,18,
2024,205718388,210653787,16,
2024,205718390,210653789,18,
2024,205718393,210653791,18,
2024,207822683,212741239,18,
2024,205718395,210653793,24,
2024,205718397,210653795,18,
2024,205718400,210653799,18,
2024,205718401,210653800,24,
2024,205718402,210653801,18,
2024,205718403,210653802,19,
2024,205718403,210653803,19,
2024,205718406,210653805,18,
2024,205718409,210653807,18,
2024,205718409,210653808,18,
2024,207822687,212741243,1,
2024,207822689,212741245,18,
2024,205718412,210653811,18,
2024,205718412,210653812,3,
2024,207822690,212741246,18,
2024,207822690,212741247,18,
2024,207822690,212741248,18,
2024,205718415,210653817,18,
2024,213370395,218247283,16,
2024,213370395,218247284,24,
2024,213370396,218247283,16,
2024,213370396,218247284,24,
2024,205718423,210653821,24,
2024,207822693,212741252,18,
2024,205718429,210653825,18,
2024,207822695,212741254,3,
2024,205718431,210653827,15,
2024,207822697,212741256,24,
2024,207822697,212741257,24,
2024,205718435,210653832,24,
2024,207822699,212741258,1,
2024,205718439,210653837,17,
2024,205718445,210653843,1,
2024,207822704,212741263,18,
2024,207822704,212741264,18,
2024,207822705,212741263,18,
2024,207822705,212741264,18,
2024,207822706,212741263,18,
2024,207822706,212741264,18,
2024,207822707,212741263,18,
2024,207822707,212741264,18,
2024,207822708,212741263,18,
2024,207822708,212741264,18,
2024,207822709,212741263,18,
2024,207822709,212741264,18,
2024,206563131,211492811,1,
2024,206563132,211492812,1,
2024,206563133,211492812,1,
2024,206563134,211492812,1,
2024,206563135,211492813,18,
