data_year,property_id,prop_desc_id,property_value,date_recovered,nibrs_prop_desc_id
2024,187120220,59,1,,
2024,187120222,63,1,,
2024,189483091,30,1,,
2024,187120224,20,3000,,
2024,187120225,17,10000,,
2024,187120226,3,1,2024-06-17,
2024,187120227,3,1,,
2024,187120228,63,15,,
2024,189483093,38,1,,
2024,189483094,3,1,,
2024,187120232,38,1,,
2024,187120232,63,100,,
2024,187120233,19,1,,
2024,187120234,19,141,,
2024,187120235,36,1,,
2024,187120236,3,1000,,
2024,187120237,3,1,,
2024,187120238,3,1,,
2024,187120239,63,10,,
2024,187120240,3,1,,
2024,187120241,6,215,,
2024,187120242,28,7000,2024-06-19,
2024,187120243,28,7000,,
2024,187120244,3,1,,
2024,187120245,3,1,,
2024,187120246,63,1,,
2024,187120247,63,1,,
2024,187120248,38,1,,
2024,187120250,38,1,,
2024,187120251,63,500,,
2024,187120252,2,27,,
2024,187120253,2,45,,
2024,189796641,3,1,,
2024,189796641,6,60,,
2024,189796641,36,30,,
2024,189796641,55,15,,
2024,189796641,58,600,,
2024,189796641,63,70,,
2024,187120256,31,1,,
2024,189483096,3,1,,
2024,187120258,63,1,,
2024,187120259,63,2,,
2024,187120260,63,250,,
2024,187120261,38,2,,
2024,187120262,16,60,,
2024,187120262,17,10,,
2024,187120262,47,0,,
2024,187120263,19,44,,
2024,189483098,9,0,,
2024,189483098,25,1,,
2024,189483098,38,1,,
2024,189483098,47,0,,
2024,189483098,51,0,,
2024,189483099,20,292,,
2024,187120269,63,1,,
2024,189483100,3,1,,
2024,187120271,63,13,,
2024,187120274,9,0,,
2024,187120274,25,10,,
2024,187120274,52,0,,
2024,189483101,19,1,2024-06-18,
2024,189483102,19,1,,
2024,187120277,3,1,,
2024,187120278,63,1,,
2024,187120279,42,600,,
2024,187120280,19,1,,
2024,187120281,16,40,,
2024,187120282,63,80,,
2024,187120283,20,3500,,
2024,187120284,63,196,,
2024,187120285,20,600,,
2024,187120285,63,1,,
2024,187120287,3,1,,
2024,187120288,3,1,,
2024,187120289,3,1,,
2024,187120290,63,1,,
2024,187120291,19,1,,
2024,187120292,23,112,,
2024,187120293,19,16,,
2024,187120294,8,5,,
2024,187120295,36,399,,
2024,187120296,36,1,,
2024,187120297,17,1185,,
2024,187120298,37,1,,
2024,187120299,37,1,,
2024,187120300,7,1,,
2024,187120300,16,1,,
2024,187120300,20,1,,
2024,187120300,25,1,,
2024,187120300,63,1,,
2024,187120301,38,1,,
2024,187120302,22,0,,
2024,187120302,47,0,,
2024,187120304,8,1,,
2024,187120304,25,1,,
2024,187120304,63,1,,
2024,187120305,19,1,,
2024,187120306,63,220,,
2024,187120307,3,1,,
2024,187120308,37,1,2024-06-21,
2024,187120309,37,1,,
2024,187120310,63,1,,
2024,187120311,19,1,,
2024,189483103,3,1,,
2024,187120313,16,150,,
2024,189483104,29,1,,
2024,189483105,19,526,,
2024,189483106,19,80,,
2024,189483107,38,1,,
2024,189483108,3,1,,
2024,189483109,20,2300,,
2024,187120320,38,30,,
2024,187120321,2,28,,
2024,187120322,3,1,,
2024,187120323,23,60,,
2024,187120324,36,1,,
2024,187120325,10,1,,
2024,187120326,3,1,,
2024,187120327,37,1000,,
2024,187120328,20,200,,
2024,187120329,35,1000,,
2024,189796643,19,1,2024-06-20,
2024,189796644,19,1,,
2024,187120332,20,1,,
2024,187120334,38,1,,
2024,187120336,63,163,,
2024,187120338,19,105,,
2024,187120339,38,4000,,
2024,189483112,20,150,,
2024,187120343,3,1,,
2024,187120344,20,1,,
2024,187120345,47,0,,
2024,187120345,51,0,,
2024,187120346,3,5000,2024-06-20,
2024,187120347,3,5000,,
2024,187120348,3,250,,
2024,187120349,4,1,2024-06-20,
2024,187120350,4,1,,
2024,187120351,38,1,,
2024,187120352,38,1,,
2024,189482438,24,1,,
2024,199164720,3,1,2024-08-23,
2024,199164721,3,1,,
2024,189482442,19,1179,,
2024,189482443,3,1,2024-08-22,
2024,189482444,10,,,
2024,191917645,24,1,2024-08-25,
2024,191917646,24,1,,
2024,189482448,10,,,
2024,189482449,3,1,,
2024,191917648,8,6331,,
2024,189482452,10,1,,
2024,189482452,13,1,,
2024,189482452,17,1,,
2024,189482452,20,3000,,
2024,189482452,51,0,,
2024,189482452,63,800,,
2024,190411623,3,1,,
2024,190411624,62,500,,
2024,190411625,8,1,,
2024,189482456,29,1000,,
2024,189482458,19,500,,
2024,189482461,3,600,,
2024,189482462,10,,,
2024,189482463,29,500,,
2024,189482464,10,,,
2024,189482464,11,1,,
2024,189482466,3,600,,
2024,189482466,16,1500,,
2024,189482466,27,50,,
2024,189482467,10,,,
2024,189482468,63,400,,
2024,190411626,3,1,,
2024,190411627,38,1900,,
2024,189482471,9,0,,
2024,189482471,51,0,,
2024,189482474,10,,,
2024,189482477,54,1500,,
2024,189482479,16,1300,,
2024,189482479,36,300,,
2024,189482479,45,500,,
2024,189482479,54,150,,
2024,189482479,63,450,,
2024,189482480,10,,,
2024,189482480,63,1,,
2024,189482483,3,1,,
2024,189482483,63,1,,
2024,190411628,3,1,,
2024,190411628,63,1,,
2024,189482485,16,264,,
2024,191917651,2,13,,
2024,189482486,24,300,,
2024,189482487,61,1,2024-08-25,
2024,189482487,63,900,2024-08-25,
2024,189482488,6,24,,
2024,189482488,61,1,,
2024,189482488,63,960,,
2024,189482490,19,100,,
2024,190411629,63,600,,
2024,189482494,3,1001,,
2024,189482496,10,,,
2024,189482496,11,1,,
2024,189482498,19,66,,
2024,190411630,3,1,,
2024,189482500,10,,,
2024,189482500,11,1,,
2024,189482501,42,200,,
2024,189482502,19,3545,,
2024,199164722,31,2000,,
2024,189482505,3,1,,
2024,189482506,35,1,,
2024,189482507,24,1001,,
2024,190411632,3,1,,
2024,189482509,3,1,2024-08-26,
2024,189482510,3,1,,
2024,189482511,10,,,
2024,190411633,63,1,,
2024,189482513,38,1,,
2024,190411634,10,,,
2024,189482514,42,100,,
2024,190411635,38,250,,
2024,189482517,3,1,,
2024,191917652,3,1,2024-08-26,
2024,191917653,3,1,,
2024,191917653,20,78,,
2024,189482521,3,1,,
2024,190411636,19,90,,
2024,189482522,3,500,,
2024,190411637,52,0,,
2024,190411638,38,1000,,
2024,190411639,16,1,,
2024,190411639,24,6000,,
2024,189482523,13,1,2024-08-27,
2024,189482526,42,300,,
2024,190411640,41,500,,
2024,190411641,29,700,,
2024,190411642,3,300,,
2024,189482527,24,2000,2024-08-29,
2024,189482528,24,2000,,
2024,189482529,3,9000,,
2024,196233067,3,1,2024-12-28,
2024,196233068,3,1,,
2024,190411643,64,14950,2024-08-27,
2024,190411644,64,14950,,
2024,189482534,3,1,,
2024,190411645,13,500,,
2024,190411645,48,500,,
2024,190411645,60,100,,
2024,190411645,63,1,,
2024,189482536,35,2000,,
2024,189482537,9,0,,
2024,189482537,20,350,,
2024,189482538,25,1,,
2024,189482538,36,150,,
2024,189482538,63,100,,
2024,189482539,2,35,,
2024,189482541,63,1,,
2024,190411646,6,4900,,
2024,190411646,16,2075,,
2024,190411646,43,750,,
2024,190411646,62,250,,
2024,189482542,3,5000,,
2024,189482543,2,150,,
2024,189482544,19,282,,
2024,189482546,10,,,
2024,189482548,3,600,,
2024,189482548,60,360,,
2024,190411647,10,,,
2024,189482550,10,,,
2024,189482550,61,1,,
2024,189482550,63,1,,
2024,190411648,42,1000,,
2024,189482553,29,1000,,
2024,189482554,39,4000,,
2024,189482554,64,2000,,
2024,189482558,24,2000,,
2024,189482560,38,1,,
2024,190411649,10,,,
2024,190411649,11,1,,
2024,190411650,3,200,,
2024,190411651,9,0,,
2024,190411651,25,150,,
2024,190411651,51,0,,
2024,190411652,10,,,
2024,191917654,3,1,,
2024,190411653,6,150,,
2024,190411653,17,70,,
2024,190411653,20,850,,
2024,190411653,26,140,,
2024,190411653,36,120,,
2024,190411653,60,100,,
2024,190411653,61,270,,
2024,190411654,29,600,,
2024,190411655,19,750,,
2024,190411656,64,10000,,
2024,189482561,36,454,,
2024,189482561,62,1,,
2024,190411657,63,1500,,
2024,190411658,29,300,,
2024,189482562,3,1,2024-08-29,
2024,189482563,10,,,
2024,189482565,63,1,,
2024,189482566,4,500,,
2024,189482566,16,8,,
2024,190411659,3,325,,
2024,190411660,10,,,
2024,190411660,11,1,,
2024,190411661,10,,,
2024,190411661,11,1,,
2024,190411662,10,,,
2024,190411662,11,5,,
2024,190411663,57,30000,,
2024,189482570,3,1,2024-08-29,
2024,189482571,10,,,
2024,190411664,10,,,
2024,190411664,63,1,,
2024,190411665,16,900,,
2024,190411665,25,600,,
2024,190411665,51,0,,
2024,190411665,63,100,,
2024,190411667,64,10000,,
2024,190411668,20,2160,,
2024,190411668,52,0,,
2024,190411669,20,1540,,
2024,190411670,9,0,,
2024,190411672,35,200,,
2024,190411672,63,200,,
2024,190411673,36,1300,,
2024,190411674,9,0,,
2024,190411674,20,200,,
2024,190411674,25,690,,
2024,190411675,21,486,,
2024,190411676,2,100,,
2024,190411677,10,,,
2024,190411678,28,1,,
2024,190411679,10,,,
2024,190411679,11,1,,
2024,190411680,10,,,
2024,190411681,38,1,,
2024,190411682,63,8000,,
2024,190411683,10,,,
2024,190411684,10,,,
2024,190411685,19,1000,,
2024,190411686,3,1,,
2024,190411687,6,500,,
2024,190411687,36,2500,,
2024,190411687,45,500,,
2024,190411687,63,1000,,
2024,190411688,3,1,,
2024,190411689,10,,,
2024,190411691,10,,,
2024,190411692,2,29,,
2024,190411694,3,1,2024-09-01,
2024,190411695,3,1,,
2024,190411696,31,1000,,
2024,190411698,4,300,,
2024,190411699,63,26,,
2024,190411700,3,1,,
2024,190411700,7,500,,
2024,190411700,9,0,,
2024,190411700,25,1,,
2024,190411700,51,0,,
2024,190411700,61,400,,
2024,190411701,63,1,,
2024,190411702,8,1,,
2024,190411702,10,,,
2024,190411703,3,1001,,
2024,194602197,63,1,,
2024,190411704,61,250,,
2024,190411705,10,,,
2024,190411706,13,1,2024-09-01,
2024,190411706,49,1,2024-09-01,
2024,190411707,13,1,,
2024,190411707,49,1,,
2024,191917657,63,20,,
2024,190411708,3,1,,
2024,191917658,8,5018,,
2024,191917658,20,88,,
2024,190411710,24,1001,,
2024,190411711,3,1,2024-09-02,
2024,190411712,16,65,,
2024,190411712,19,60,,
2024,190411712,63,25,,
2024,193207460,16,100,,
2024,190411713,10,,,
2024,190411714,16,110,,
2024,190411715,63,50,,
2024,190411716,29,1,,
2024,190411718,10,,,
2024,190411719,64,5000,,
2024,190411720,3,1,2024-09-11,
2024,190411721,3,1,,
2024,190411722,38,1,,
2024,190411723,3,1,2024-09-04,
2024,190411724,3,1,,
2024,191917659,38,3000,,
2024,190411725,19,8100,,
2024,190411725,24,30000,,
2024,190411725,37,30000,,
2024,190411725,64,7800,,
2024,190411726,35,1000,,
2024,190411726,57,10000,,
2024,190411726,63,50,,
2024,190411727,57,30000,,
2024,190411728,59,1,,
2024,190411729,54,80,,
2024,190411730,54,1500,,
2024,190411731,60,2000,,
2024,190411732,22,0,,
2024,190411733,51,0,,
2024,190411734,9,0,,
2024,190411734,26,500,,
2024,190411735,3,1000,,
2024,190411736,24,1,2024-09-03,
2024,190411737,10,,,
2024,190411738,10,,,
2024,190411738,13,1,,
2024,190411739,47,0,,
2024,190411739,63,1,,
2024,190411740,13,1,2024-09-03,
2024,190411741,29,2000,,
2024,190411742,10,,,
2024,190411743,10,,,
2024,190411743,11,1,,
2024,190411744,3,1,2024-09-03,
2024,190411745,10,,,
2024,190411745,13,1,,
2024,190411746,3,5000,,
2024,190411746,38,2000,,
2024,190411747,38,3000,,
2024,190411748,37,1,,
2024,190411749,20,2500,,
2024,190411750,10,,,
2024,190411751,38,1,,
2024,190411752,3,1,2024-09-04,
2024,190411753,3,1,,
2024,190411754,8,25,,
2024,190411755,20,980,,
2024,190411756,10,,,
2024,190411756,11,1,,
2024,190411757,29,200,,
2024,190411758,10,,,
2024,190411758,11,1,,
2024,190411758,20,1,,
2024,190411759,11,1,,
2024,190411760,11,1,,
2024,190411760,63,1,,
2024,190411761,19,300,,
2024,190411762,10,,,
2024,190411762,63,1,,
2024,190411763,10,,,
2024,190411763,11,1,,
2024,190411764,10,,,
2024,190411764,24,1,,
2024,190411765,3,1,,
2024,190411766,3,1,,
2024,190411767,51,0,,
2024,190411768,15,39218,,
2024,190411769,52,0,,
2024,190411770,35,999,,
2024,190411771,50,55,,
2024,190411772,3,1000,,
2024,190411773,7,1300,,
2024,190411773,61,600,,
2024,190411773,63,100,,
2024,190411774,19,226,,
2024,190411775,19,63,,
2024,190411776,2,127,,
2024,190411777,3,1,,
2024,190411778,10,,,
2024,190411780,10,,,
2024,190411781,29,400,,
2024,190411782,17,16969,,
2024,190411782,63,108,,
2024,190411783,63,300,,
2024,190411784,37,1,2024-09-05,
2024,190411786,38,1,,
2024,190411787,38,1,,
2024,190411788,3,1,2024-09-06,
2024,190411789,31,1000,,
2024,190411790,63,100,,
2024,190411791,20,700,,
2024,190411792,2,162,,
2024,190411793,61,1,,
2024,190411794,38,400,,
2024,190411795,38,1,,
2024,190411796,4,200,,
2024,190411796,12,600,,
2024,190411797,3,10000,,
2024,190411798,16,55,,
2024,190411798,35,200,,
2024,190411798,61,200,,
2024,190411799,31,500,,
2024,190411800,3,1,,
2024,196233069,8,10,,
2024,196233069,23,60,,
2024,190411802,63,250,,
2024,190411803,20,150,,
2024,190411804,37,10000,,
2024,190411804,63,16500,,
2024,190411807,10,,,
2024,190411807,11,1,,
2024,190411808,3,1,,
2024,190411809,38,300,,
2024,190411810,3,1,2024-09-08,
2024,190411811,3,1,,
2024,190411812,3,1001,2024-09-08,
2024,190411813,3,1001,,
2024,190411814,63,317,,
2024,190411815,16,40,,
2024,190411816,19,310,2024-09-08,
2024,190411817,19,310,,
2024,190411818,10,,,
2024,190411820,10,,,
2024,190411820,11,1,,
2024,190411821,10,,,
2024,190411822,3,3000,,
2024,190411823,2,52,,
2024,187120353,3,1,2024-06-21,
2024,187120354,3,1,,
2024,187120355,38,1800,,
2024,187120357,31,1,,
2024,187120359,3,1,,
2024,187120360,25,100,,
2024,187120360,53,100,,
2024,187120361,19,1,,
2024,187120363,38,1,,
2024,187120365,38,1,,
2024,187120367,38,1,,
2024,187120368,38,2100,,
2024,187120369,3,1,2024-06-21,
2024,187120370,3,1,,
2024,189483113,31,1,,
2024,189483114,63,275,,
2024,189483115,31,750,,
2024,187120374,61,40,,
2024,187120374,63,35,,
2024,187120375,35,1000,,
2024,189483116,29,1,,
2024,187120377,3,1000,,
2024,187120378,6,200,,
2024,187120378,9,0,,
2024,187120378,20,350,,
2024,187120378,25,150,,
2024,187120378,52,0,,
2024,189483117,19,50,,
2024,187120380,19,777,,
2024,187120382,52,0,,
2024,187120383,19,270,2024-06-21,
2024,187120384,10,,,
2024,187120385,19,270,,
2024,189483118,19,8,2024-06-21,
2024,189483119,19,8,,
2024,187120388,4,1693,,
2024,189483120,20,800,,
2024,187120391,36,500,,
2024,187120392,63,300,,
2024,189483121,38,1689,,
2024,187120394,63,2001,,
2024,187120395,29,300,,
2024,187120397,63,1,,
2024,187120398,31,500,,
2024,187120399,38,1,,
2024,187120400,9,0,,
2024,187120400,13,300,,
2024,187120400,25,1,,
2024,187120400,47,0,,
2024,187120400,51,0,,
2024,187120401,7,3500,,
2024,187120401,51,0,,
2024,189483122,31,500,,
2024,187120403,63,120,,
2024,187120404,19,376,,
2024,187120404,60,200,,
2024,187120405,38,1,,
2024,187120406,3,1,,
2024,187120407,6,51,,
2024,187120408,25,60,,
2024,187120409,16,1,,
2024,187120410,9,0,,
2024,187120410,20,200,,
2024,187120410,25,1,,
2024,187120410,51,0,,
2024,187120410,61,140,,
2024,187120411,17,18,,
2024,187120412,38,1,,
2024,187120413,20,2,,
2024,189483123,30,1,,
2024,187120415,26,99,,
2024,187120416,19,80,,
2024,187120417,30,1,,
2024,187120418,63,3000,,
2024,187120419,31,1,,
2024,187120420,19,60,,
2024,187120421,13,2,2024-06-24,
2024,187120422,13,3,,
2024,187120423,31,1,,
2024,187120424,3,1,2024-06-23,
2024,187120425,3,1,,
2024,187120426,2,33,,
2024,187120427,29,1,,
2024,193807178,16,773,,
2024,193807178,42,496,,
2024,193807178,63,2191,,
2024,187120429,36,40,,
2024,187120429,61,860,,
2024,187120429,63,20,,
2024,187120430,19,745,2024-06-23,
2024,187120431,19,745,,
2024,187120432,6,435,,
2024,187120433,25,14,,
2024,189483125,19,572,,
2024,189483126,63,0,,
2024,187120436,63,115,,
2024,189483127,3,1,,
2024,187120438,31,1,,
2024,187120439,6,1,,
2024,189483128,38,1,,
2024,189483129,38,1,,
2024,187120442,3,1,,
2024,187120443,3,1,,
2024,187120444,63,1,,
2024,187120445,3,1,,
2024,189483130,38,1,,
2024,189483131,7,10001,,
2024,189483131,20,1000,,
2024,189483131,27,2,,
2024,189483131,60,5,,
2024,189483131,61,2,,
2024,189483131,63,1,,
2024,189483132,3,1,,
2024,187120449,36,100,,
2024,187120450,19,18,,
2024,187120451,3,15000,,
2024,187120452,3,10000,,
2024,187120453,35,100,,
2024,187120454,20,2000,,
2024,189483133,63,1,,
2024,189483134,7,1,,
2024,189483134,26,1,,
2024,187120457,17,3200,,
2024,187120457,61,4500,,
2024,187120458,61,500,,
2024,187120459,19,50,,
2024,189483135,38,1,,
2024,189483136,22,0,,
2024,189483136,38,1,,
2024,189483136,63,1,,
2024,189483137,22,0,,
2024,189483138,8,800,,
2024,189483140,3,3,,
2024,189483140,63,1,,
2024,189483141,19,529,,
2024,187120469,8,20,,
2024,187120470,63,3100,,
2024,187120471,3,1,,
2024,187120472,19,15,2024-06-24,
2024,187120473,19,15,,
2024,187120474,63,500,,
2024,187120475,8,20,,
2024,187120476,16,1,,
2024,187120477,63,1,,
2024,187120478,34,1,,
2024,187120479,63,1,,
2024,187120480,63,1500,,
2024,187120481,61,1,,
2024,187120482,3,500,,
2024,187120483,27,810,,
2024,187120484,3,1,,
2024,187120485,3,1000,,
2024,187120486,29,1,,
2024,187120487,63,2,,
2024,187120489,20,1000,,
2024,187120490,17,3535,,
2024,187120491,16,5,,
2024,187120491,35,1,,
2024,187120492,3,1000,,
2024,187120493,50,1,,
2024,187120494,63,400,,
2024,187120495,20,2348,,
2024,187120496,3,1,,
2024,187120496,9,0,,
2024,187120496,47,0,,
2024,189483142,3,1,,
2024,187120498,63,1,,
2024,187120499,3,1,,
2024,187120500,36,198,,
2024,187120501,9,0,,
2024,187120501,25,1,,
2024,187120501,47,0,,
2024,189483143,29,500,,
2024,189483144,20,17000,,
2024,189483145,20,268,,
2024,187120508,36,391,,
2024,189483146,3,1,,
2024,187120510,42,3000,,
2024,187120510,63,30,,
2024,187120513,63,3,,
2024,187120514,20,14468,,
2024,187120515,3,1,,
2024,187120516,15,100,,
2024,189483147,38,1,,
2024,187120517,20,1000,,
2024,187120517,52,0,,
2024,187120518,3,1,,
2024,187120519,20,1,,
2024,187120519,47,0,,
2024,187120520,63,275,,
2024,187120521,36,720,,
2024,187120522,19,100,2024-06-26,
2024,187120523,19,100,,
2024,187120524,63,1,,
2024,187120525,13,2750,,
2024,187120526,19,2000,2024-06-26,
2024,187120527,19,2000,,
2024,187120528,9,0,,
2024,187120529,4,400,,
2024,187120530,3,1,,
2024,189483149,38,1,,
2024,187120533,20,1000,,
2024,187120534,20,16,,
2024,187120535,31,1,,
2024,187120536,63,335,,
2024,187120537,2,84,,
2024,187120538,38,1,,
2024,187120539,63,510,,
2024,187120540,19,149,2024-06-26,
2024,187120541,19,149,,
2024,187120542,19,50,,
2024,187120544,38,1,,
2024,189483150,3,1,,
2024,189483150,38,40,,
2024,191138565,19,1,,
2024,187120547,3,1,,
2024,187120548,2,41,,
2024,187120549,63,1,,
2024,187120550,63,140,,
2024,187120551,52,0,,
2024,187120552,63,5500,,
2024,187120553,31,1,,
2024,187120554,20,1000,,
2024,187120555,19,284,,
2024,191138567,31,1,,
2024,187120557,19,750,,
2024,187120558,22,0,,
2024,187120558,25,1,,
2024,187120558,51,0,,
2024,187120559,19,60,,
2024,189483151,63,129,2024-06-27,
2024,189483152,63,129,,
2024,187120562,34,1,,
2024,187120563,63,315,,
2024,187120564,30,1,,
2024,189483153,15,2000,,
2024,187120566,8,11,,
2024,187120567,8,18,,
2024,187120568,31,1,,
2024,187120569,29,1,,
2024,189483154,3,1,,
2024,187120571,2,7,,
2024,187120572,13,1,,
2024,191138569,38,1,,
2024,187120573,35,1,,
2024,189483155,52,0,,
2024,187120576,24,1,2024-06-28,
2024,187120577,4,200,,
2024,187120578,63,4000,,
2024,187120579,3,500,,
2024,189483156,7,1,,
2024,189483156,61,700,,
2024,187120581,38,1,,
2024,187120582,20,30,,
2024,187120582,51,0,,
2024,187120583,4,240,,
2024,187120584,38,1,,
2024,187120585,7,1500,,
2024,187120586,38,1,,
2024,187120587,38,1,,
2024,189483157,19,480,,
2024,187120589,3,1,,
2024,187120590,8,17,,
2024,187120591,19,500,,
2024,187120592,36,1000,,
2024,187120593,19,17,,
2024,187120594,30,1,,
2024,187120595,2,1,,
2024,187120595,6,1,,
2024,187120595,20,55,,
2024,187120595,25,1,,
2024,187120595,51,0,,
2024,187120596,29,1,,
2024,187120597,8,17,,
2024,187120599,38,1,,
2024,189483158,20,10,,
2024,187120602,3,1,,
2024,187120604,31,1,,
2024,187120605,3,1,,
2024,187120606,16,149,,
2024,187120607,63,1,,
2024,187120608,19,94,,
2024,187120609,54,1,,
2024,187120610,63,1,,
2024,187120611,38,150,,
2024,187120612,61,80,,
2024,191138571,38,1,,
2024,191138572,63,15,,
2024,187120613,47,0,,
2024,187120614,63,1,,
2024,189483159,3,1,,
2024,187120616,20,200,,
2024,187120618,29,10000,,
2024,187120619,29,1,,
2024,187120620,2,90,,
2024,189483160,63,1,,
2024,189483161,36,400,,
2024,187120623,8,11,,
2024,187120624,24,50000,2024-06-30,
2024,187120625,24,50000,,
2024,187120626,4,600,,
2024,187120627,3,1,,
2024,187120628,19,14,,
2024,187120629,38,1,,
2024,187120630,3,1,,
2024,187120631,2,31,2024-06-30,
2024,187120632,2,62,,
2024,187120633,16,30,,
2024,187120634,2,3,,
2024,187120635,8,50,,
2024,187120635,20,50,,
2024,189483162,20,474,,
2024,187120636,44,25,,
2024,187120637,61,1,,
2024,187120639,3,1,,
2024,187120640,47,0,,
2024,187120641,61,1200,,
2024,189483163,20,70,,
2024,189483163,25,1,,
2024,189483163,51,0,,
2024,187120643,3,1,,
2024,187120644,25,700,,
2024,187120645,38,220,,
2024,187120645,66,1,,
2024,189483164,3,1,,
2024,189483165,13,1,,
2024,189483166,25,1,,
2024,189483168,31,1,,
2024,189483169,19,1,,
2024,189483170,3,1,,
2024,189483171,3,100,2024-07-08,
2024,189483171,37,3000,2024-07-08,
2024,189483172,3,100,,
2024,189483172,37,3000,,
2024,189483173,15,10000,,
2024,189483175,20,224,,
2024,189483175,52,0,,
2024,189483178,19,100,2024-07-01,
2024,189483179,19,100,,
2024,190411824,2,152,,
2024,190411825,61,1,,
2024,190411827,10,,,
2024,190411828,45,256500,,
2024,190411829,57,31000,,
2024,190411831,20,1,,
2024,190411832,63,1900,,
2024,190411834,10,,,
2024,190411834,11,1,,
2024,190411834,25,1,,
2024,190411835,42,5000,,
2024,190411836,63,20,,
2024,190411837,3,800,,
2024,190411838,3,1,,
2024,190411838,10,,,
2024,190411839,63,700,,
2024,190411841,29,500,,
2024,190411842,3,1,2024-09-10,
2024,190411843,3,1,,
2024,190411844,3,10000,,
2024,190411845,13,700,2024-09-10,
2024,190411846,13,700,,
2024,190411846,63,1,,
2024,190411847,19,1099,,
2024,190411848,29,2000,,
2024,190411849,16,2000,,
2024,190411850,64,5000,,
2024,190411851,24,1,2024-09-10,
2024,190411852,3,800,,
2024,191917666,42,200,,
2024,190411853,3,1,2024-09-10,
2024,190411854,63,14000,,
2024,190411855,3,1001,2024-09-12,
2024,190411856,3,1001,,
2024,190411857,10,,,
2024,190411858,3,1,2024-09-10,
2024,190411859,11,1,,
2024,190411861,3,10000,,
2024,190411861,38,125,,
2024,190411862,17,800,,
2024,190411863,3,1,2024-09-19,
2024,190411864,3,1,,
2024,190411865,63,6000,,
2024,190411866,4,4800,,
2024,190411867,10,,,
2024,190411869,10,,,
2024,190411869,11,1,,
2024,190411870,52,0,,
2024,190411871,11,1,,
2024,190411872,10,,,
2024,190411873,3,1,,
2024,190411874,16,250,,
2024,190411875,2,100,,
2024,190411876,13,1,,
2024,190411877,3,1,2024-09-11,
2024,190411878,10,,,
2024,190411880,3,1,,
2024,190411881,3,1,,
2024,190411882,13,1,2024-09-12,
2024,190411884,63,1000,,
2024,190411885,64,3000,,
2024,190411886,3,1,,
2024,191917667,3,12000,,
2024,190411887,21,4770,,
2024,190411888,21,4770,,
2024,190411889,64,1,,
2024,190411890,16,1,2024-09-12,
2024,190411891,16,1,,
2024,190411892,3,1,2024-09-12,
2024,190411893,3,2000,,
2024,190411894,17,2500,,
2024,190411895,29,80,,
2024,190411895,35,400,,
2024,190411896,45,70000,,
2024,190411897,10,,,
2024,190411898,10,,,
2024,190411898,13,1,,
2024,190411899,37,1,2024-09-12,
2024,190411900,37,1,,
2024,190411901,63,750,,
2024,190411902,10,,,
2024,190411903,2,40,,
2024,190411904,3,1,,
2024,190411905,10,,,
2024,191917671,10,,,
2024,190411906,38,500,,
2024,190411907,3,5000,2024-09-13,
2024,190411908,3,5000,,
2024,193207469,10,,,
2024,190411909,3,1,,
2024,190411909,9,0,,
2024,190411909,51,0,,
2024,190411910,2,61,,
2024,190411911,3,1,,
2024,190411912,42,250,,
2024,190411913,13,1,,
2024,190411913,17,1,,
2024,190411913,60,1,,
2024,191917673,3,40000,2024-10-17,
2024,191917674,3,40000,,
2024,191917674,16,1,,
2024,191917674,36,300,,
2024,191917674,63,125,,
2024,190411915,2,58,,
2024,190411916,10,,,
2024,190411916,11,1,,
2024,190411917,3,1,,
2024,190411919,3,1,,
2024,190411921,19,1000,,
2024,190411921,42,500,,
2024,190411922,15,750,,
2024,190411922,63,25,,
2024,190411923,57,50,,
2024,190411925,38,1,,
2024,190411926,38,1250,,
2024,190411928,10,,,
2024,190411928,11,1,,
2024,190411929,2,338,,
2024,190411930,10,,,
2024,190411930,11,1,,
2024,190411931,25,1,,
2024,191917676,3,1,,
2024,190411933,64,5000,,
2024,190411934,9,0,,
2024,190411934,20,50,,
2024,190411934,25,1000,,
2024,190411934,51,0,,
2024,190411934,61,99,,
2024,190411935,19,5,,
2024,190411936,38,1,,
2024,190411937,10,,,
2024,191917680,3,1,2024-09-18,
2024,190411389,24,1,,
2024,190411391,3,434,,
2024,190411393,16,1,,
2024,190411393,24,1001,,
2024,190411393,36,1,,
2024,190411393,43,1,,
2024,190411393,60,1,,
2024,190411393,64,1001,,
2024,190411395,13,1,,
2024,190411399,3,500,,
2024,190411404,38,250,,
2024,190411405,10,,,
2024,190411405,11,1,,
2024,190411407,16,1,,
2024,190411407,36,1,,
2024,190411407,54,1,,
2024,190411410,42,700,,
2024,190411413,10,,,
2024,190411415,20,10,,
2024,190411419,10,,,
2024,190411421,10,,,
2024,190411423,20,730,,
2024,190411424,38,800,,
2024,190411426,8,801,,
2024,190411428,2,51,,
2024,190411429,19,3506,,
2024,190411430,20,23696,,
2024,191917683,3,1,2024-09-17,
2024,191917684,10,,,
2024,190411433,63,300,,
2024,190411436,10,,,
2024,190411438,3,1,2024-09-17,
2024,190411439,3,1,2024-09-17,
2024,190411440,10,,,
2024,190411442,3,1,2024-09-17,
2024,190411443,8,7,,
2024,190411443,10,70,,
2024,190411444,38,700,,
2024,190411445,42,1,,
2024,190411449,3,1,,
2024,190411450,19,5000,,
2024,190411451,63,100,,
2024,190411452,20,19460,,
2024,190411453,16,6000,,
