data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2024,8,181156735,88.000,9,17267421
2024,8,181156743,1.000,9,17267422
2024,12,183824126,3.100,1,17671939
2024,12,181156758,3.700,1,17267423
2024,12,181156763,1.000,1,17267424
2024,12,181156777,7.100,1,17267425
2024,8,181156777,2.000,9,17267426
2024,12,183824132,1.000,1,17671941
2024,8,182624354,1.000,1,17486980
2024,8,182624362,154.000,9,17486981
2024,12,181156815,6.000,1,17267427
2024,12,181156820,9.000,1,17267428
2024,8,181156820,7.000,9,17267429
2024,8,181156842,9.000,9,17267430
2024,12,181156846,0.100,1,17267431
2024,8,181156846,1.000,9,17267432
2024,12,181156850,68.000,3,17267433
2024,12,181156851,7.000,1,17267434
2024,8,182624364,13.000,9,17486982
2024,17,183824143,1.000,9,17671943
2024,8,183824143,20.000,9,17671944
2024,8,181156854,15.000,9,17267435
2024,8,181156867,1.000,9,17267436
2024,8,182624372,4.000,9,17486983
2024,12,182624372,0.760,1,17486984
2024,8,183848162,12.000,9,17673735
2024,8,181156884,3.000,9,17267437
2024,12,182624378,1.000,1,17486985
2024,8,183824162,5.000,9,17671945
2024,8,182624384,8.000,9,17486986
2024,8,183848156,122.000,9,17673732
2024,8,183848156,23.000,1,17673733
2024,8,182624399,4.000,9,17486987
2024,8,185267327,1.000,9,17901993
2024,12,185267329,10.000,1,17901994
2024,8,185267329,4.000,1,17901995
2024,8,183824181,1.000,1,17671947
2024,8,183824188,2.000,9,17671948
2024,2,182624440,4.600,1,17486989
2024,12,183824196,0.960,1,17671950
2024,2,182624644,1.000,1,17487012
2024,12,183824220,3.110,1,17671952
2024,8,185267331,3.000,9,17901996
2024,8,182626711,1.000,9,17487207
2024,12,182627077,2.600,1,17487248
2024,8,182627077,8.000,9,17487249
2024,12,182627159,0.500,1,17487258
2024,17,183848163,0.370,1,17673736
2024,2,182628090,6.700,1,17487353
2024,12,183824266,4.540,1,17671955
2024,8,183824266,1.000,9,17671956
2024,12,183824273,7.000,1,17671958
2024,12,182629568,1.000,1,17487442
2024,17,182629714,3.000,9,17487460
2024,12,182629714,18.000,1,17487461
2024,8,182629827,3.000,9,17487468
2024,8,183824288,1.000,9,17671959
2024,5,185267332,10.900,1,17901997
2024,12,182630430,116.000,1,17487511
2024,8,182630430,204.000,9,17487512
2024,8,182630514,46.000,9,17487522
2024,8,182630663,12.000,9,17487538
2024,12,182631493,10.800,1,17487635
2024,8,182631493,2.000,9,17487636
2024,12,182632590,6.300,1,17487714
2024,8,183824297,82.000,1,17671962
2024,12,183824297,14.000,1,17671963
2024,8,182633286,1.000,9,17487774
2024,8,182633978,2.000,9,17487855
2024,8,183824309,18.000,9,17671964
2024,12,182635077,1.000,1,17487890
2024,4,182635077,1.000,1,17487891
2024,12,182635120,1.200,1,17487894
2024,8,182635120,4.000,9,17487895
2024,8,182635122,30.050,1,17487896
2024,12,182635124,1.860,1,17487897
2024,8,182635135,3.000,9,17487898
