,county,state,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Female,Male,Total population
428,Lee County,Florida,0.045,0.046,0.048,0.052000000000000005,0.053,0.10800000000000001,0.11199999999999999,0.11,0.064,0.07400000000000001,0.146,0.113,0.028999999999999998,0.507,0.493,860959.0
429,Lee County,Mississippi,0.061,0.053,0.085,0.064,0.059000000000000004,0.11699999999999999,0.128,0.14400000000000002,0.048,0.073,0.098,0.047,0.022000000000000002,0.535,0.465,83012.0
430,Lee County,North Carolina,0.057,0.054000000000000006,0.07200000000000001,0.07400000000000001,0.063,0.135,0.11699999999999999,0.124,0.073,0.054000000000000006,0.09699999999999999,0.055999999999999994,0.024,0.496,0.504,68537.0
431,Lehigh County,Pennsylvania,0.053,0.066,0.061,0.062,0.065,0.128,0.139,0.11900000000000001,0.054000000000000006,0.068,0.107,0.055,0.022000000000000002,0.508,0.49200000000000005,385655.0
432,Lenawee County,Michigan,0.045,0.046,0.067,0.07,0.057,0.11900000000000001,0.127,0.11599999999999999,0.059000000000000004,0.078,0.125,0.069,0.02,0.502,0.498,97746.0
433,Leon County,Florida,0.044000000000000004,0.049,0.055999999999999994,0.11199999999999999,0.14,0.13,0.11900000000000001,0.09699999999999999,0.049,0.049,0.09,0.051,0.013999999999999999,0.526,0.474,300488.0
434,Lewis County,Washington,0.047,0.075,0.057,0.057999999999999996,0.049,0.11699999999999999,0.12,0.132,0.061,0.068,0.128,0.071,0.017,0.49700000000000005,0.503,87049.0
435,Lewis and Clark County,Montana,0.043,0.052000000000000005,0.06,0.073,0.042,0.11699999999999999,0.14400000000000002,0.122,0.065,0.07200000000000001,0.131,0.064,0.016,0.5,0.5,75129.0
436,Lexington County,South Carolina,0.054000000000000006,0.059000000000000004,0.069,0.068,0.054000000000000006,0.122,0.142,0.125,0.064,0.066,0.10800000000000001,0.055,0.013999999999999999,0.512,0.488,313774.0
437,Liberty County,Georgia,0.09300000000000001,0.077,0.078,0.057,0.102,0.17300000000000001,0.151,0.08199999999999999,0.042,0.038,0.071,0.028999999999999998,0.006999999999999999,0.495,0.505,68607.0
438,Liberty County,Texas,0.07200000000000001,0.085,0.092,0.091,0.07,0.11199999999999999,0.138,0.131,0.063,0.042,0.061,0.032,0.012,0.521,0.479,115042.0
439,Licking County,Ohio,0.052000000000000005,0.055999999999999994,0.07200000000000001,0.07200000000000001,0.066,0.113,0.135,0.12,0.065,0.067,0.107,0.055999999999999994,0.02,0.505,0.495,184898.0
440,Limestone County,Alabama,0.055999999999999994,0.066,0.057,0.07400000000000001,0.055999999999999994,0.132,0.132,0.135,0.059000000000000004,0.071,0.10099999999999999,0.051,0.012,0.511,0.489,118942.0
441,Lincoln County,Missouri,0.062,0.053,0.083,0.073,0.052000000000000005,0.133,0.139,0.122,0.057999999999999996,0.071,0.1,0.049,0.006999999999999999,0.499,0.501,65888.0
442,Lincoln County,North Carolina,0.048,0.057999999999999996,0.057,0.062,0.055,0.11199999999999999,0.127,0.133,0.079,0.067,0.121,0.055999999999999994,0.024,0.496,0.504,97611.0
443,Lincoln County,South Dakota,0.048,0.066,0.079,0.081,0.054000000000000006,0.13699999999999998,0.158,0.11900000000000001,0.057999999999999996,0.046,0.09300000000000001,0.038,0.025,0.488,0.512,75244.0
444,Linn County,Iowa,0.059000000000000004,0.055999999999999994,0.067,0.063,0.07200000000000001,0.12300000000000001,0.134,0.12300000000000001,0.047,0.073,0.10400000000000001,0.055,0.023,0.51,0.49,231762.0
445,Linn County,Oregon,0.057999999999999996,0.055,0.063,0.054000000000000006,0.055999999999999994,0.141,0.135,0.114,0.055,0.066,0.121,0.061,0.021,0.505,0.495,132474.0
446,Livingston County,Michigan,0.048,0.054000000000000006,0.057,0.057,0.054000000000000006,0.115,0.12300000000000001,0.12300000000000001,0.08,0.076,0.128,0.067,0.019,0.49700000000000005,0.503,196976.0
447,Livingston Parish,Louisiana,0.061,0.068,0.077,0.071,0.065,0.135,0.136,0.129,0.057999999999999996,0.053,0.08900000000000001,0.046,0.011000000000000001,0.515,0.485,152886.0
448,Lonoke County,Arkansas,0.055,0.055999999999999994,0.076,0.084,0.055,0.133,0.135,0.12300000000000001,0.062,0.07200000000000001,0.08800000000000001,0.046,0.013999999999999999,0.49200000000000005,0.508,76389.0
449,Lorain County,Ohio,0.052000000000000005,0.057999999999999996,0.063,0.063,0.057,0.11199999999999999,0.131,0.12300000000000001,0.066,0.069,0.12,0.062,0.025,0.503,0.49700000000000005,322030.0
450,Los Angeles County,California,0.049,0.053,0.06,0.063,0.064,0.154,0.14400000000000002,0.128,0.062,0.061,0.09300000000000001,0.05,0.018000000000000002,0.505,0.495,9757179.0
451,Loudoun County,Virginia,0.057999999999999996,0.064,0.084,0.075,0.055999999999999994,0.10300000000000001,0.16699999999999998,0.158,0.064,0.052000000000000005,0.067,0.04,0.01,0.502,0.498,443380.0
452,Lower Connecticut River Valley Planning Region,Connecticut,0.04,0.05,0.037000000000000005,0.062,0.057,0.114,0.128,0.11800000000000001,0.081,0.076,0.136,0.071,0.03,0.502,0.498,177540.0
453,Lowndes County,Georgia,0.06,0.061,0.077,0.07,0.127,0.14,0.11800000000000001,0.111,0.038,0.057999999999999996,0.087,0.04,0.013999999999999999,0.52,0.48,122082.0
454,Lubbock County,Texas,0.063,0.061,0.067,0.083,0.122,0.142,0.129,0.102,0.045,0.049,0.081,0.04,0.016,0.509,0.491,327394.0
455,Lucas County,Ohio,0.057999999999999996,0.066,0.059000000000000004,0.068,0.062,0.136,0.128,0.114,0.055999999999999994,0.067,0.111,0.059000000000000004,0.016,0.516,0.484,426291.0
456,Luzerne County,Pennsylvania,0.05,0.054000000000000006,0.062,0.062,0.061,0.124,0.129,0.12,0.067,0.067,0.11800000000000001,0.064,0.023,0.501,0.499,331379.0
457,Lycoming County,Pennsylvania,0.055999999999999994,0.045,0.063,0.067,0.062,0.109,0.132,0.114,0.063,0.073,0.125,0.069,0.022000000000000002,0.506,0.494,113236.0
458,Lynchburg city,Virginia,0.051,0.053,0.046,0.127,0.154,0.139,0.092,0.095,0.046,0.047,0.08199999999999999,0.046,0.022000000000000002,0.532,0.46799999999999997,80301.0
459,Macomb County,Michigan,0.051,0.055999999999999994,0.059000000000000004,0.057,0.057999999999999996,0.14,0.125,0.125,0.073,0.065,0.113,0.059000000000000004,0.02,0.512,0.488,886175.0
460,Macon County,Illinois,0.06,0.059000000000000004,0.065,0.064,0.052000000000000005,0.128,0.113,0.11599999999999999,0.062,0.059000000000000004,0.124,0.067,0.03,0.521,0.479,100737.0
461,Madera County,California,0.068,0.063,0.081,0.087,0.071,0.133,0.132,0.114,0.055,0.048,0.09,0.045,0.013999999999999999,0.503,0.49700000000000005,165432.0
462,Madison County,Alabama,0.055999999999999994,0.055999999999999994,0.064,0.064,0.07200000000000001,0.145,0.136,0.11199999999999999,0.063,0.071,0.09300000000000001,0.047,0.021,0.507,0.493,423355.0
463,Madison County,Illinois,0.05,0.057,0.061,0.067,0.064,0.122,0.135,0.12,0.057999999999999996,0.071,0.115,0.06,0.021,0.511,0.489,263017.0
464,Madison County,Indiana,0.057,0.063,0.05,0.067,0.054000000000000006,0.134,0.134,0.12300000000000001,0.062,0.064,0.113,0.063,0.017,0.498,0.502,134222.0
465,Madison County,Kentucky,0.054000000000000006,0.059000000000000004,0.051,0.084,0.11699999999999999,0.138,0.11599999999999999,0.11900000000000001,0.061,0.051,0.09,0.044000000000000004,0.016,0.513,0.48700000000000004,99582.0
466,Madison County,Mississippi,0.061,0.048,0.085,0.066,0.065,0.11699999999999999,0.136,0.131,0.055999999999999994,0.07400000000000001,0.099,0.047,0.013999999999999999,0.524,0.47600000000000003,114247.0
467,Madison County,New York,0.042,0.044000000000000004,0.055999999999999994,0.08900000000000001,0.081,0.10400000000000001,0.111,0.107,0.07,0.081,0.13,0.062,0.023,0.503,0.49700000000000005,67072.0
468,Madison County,Tennessee,0.055,0.059000000000000004,0.067,0.068,0.084,0.11800000000000001,0.14300000000000002,0.096,0.055999999999999994,0.071,0.11,0.040999999999999995,0.033,0.525,0.475,100409.0
469,Mahoning County,Ohio,0.054000000000000006,0.06,0.051,0.059000000000000004,0.059000000000000004,0.126,0.113,0.114,0.068,0.063,0.134,0.077,0.022000000000000002,0.51,0.49,225786.0
470,Manatee County,Florida,0.044000000000000004,0.045,0.048,0.047,0.049,0.099,0.11699999999999999,0.11599999999999999,0.067,0.079,0.15,0.109,0.03,0.514,0.486,458352.0
471,Manitowoc County,Wisconsin,0.046,0.049,0.061,0.054000000000000006,0.053,0.115,0.11199999999999999,0.11800000000000001,0.057999999999999996,0.094,0.142,0.07,0.026000000000000002,0.503,0.49700000000000005,81513.0
472,Marathon County,Wisconsin,0.05,0.055,0.07,0.059000000000000004,0.055999999999999994,0.124,0.129,0.114,0.057,0.084,0.11800000000000001,0.065,0.019,0.49200000000000005,0.508,139091.0
473,Maricopa County,Arizona,0.055,0.057,0.065,0.068,0.068,0.14800000000000002,0.135,0.121,0.057,0.059000000000000004,0.094,0.057999999999999996,0.017,0.502,0.498,4673096.0
474,Marin County,California,0.045,0.049,0.052000000000000005,0.061,0.049,0.09,0.11599999999999999,0.139,0.071,0.077,0.132,0.087,0.03,0.512,0.488,256400.0
475,Marion County,Florida,0.045,0.046,0.059000000000000004,0.051,0.05,0.106,0.11599999999999999,0.10800000000000001,0.057999999999999996,0.07400000000000001,0.15,0.106,0.03,0.514,0.486,428905.0
476,Marion County,Indiana,0.07,0.063,0.073,0.067,0.07,0.16399999999999998,0.138,0.11,0.052000000000000005,0.055999999999999994,0.085,0.039,0.013000000000000001,0.515,0.485,981628.0
477,Marion County,Ohio,0.051,0.059000000000000004,0.061,0.059000000000000004,0.059000000000000004,0.133,0.135,0.125,0.062,0.064,0.11199999999999999,0.061,0.019,0.457,0.5429999999999999,64976.0
478,Marion County,Oregon,0.055,0.063,0.066,0.069,0.071,0.135,0.138,0.11800000000000001,0.055,0.057,0.1,0.05,0.021,0.5,0.5,352867.0
479,Marquette County,Michigan,0.043,0.033,0.059000000000000004,0.079,0.11,0.12,0.122,0.10300000000000001,0.064,0.055,0.125,0.068,0.019,0.489,0.511,67979.0
480,Marshall County,Alabama,0.075,0.079,0.066,0.071,0.052000000000000005,0.122,0.11800000000000001,0.11800000000000001,0.057999999999999996,0.07,0.1,0.06,0.011000000000000001,0.512,0.488,102156.0
481,Martin County,Florida,0.04,0.034,0.061,0.047,0.037000000000000005,0.09,0.098,0.109,0.07400000000000001,0.07400000000000001,0.16699999999999998,0.131,0.038,0.5,0.5,165666.0
482,Mason County,Washington,0.037000000000000005,0.051,0.071,0.052000000000000005,0.046,0.122,0.12300000000000001,0.109,0.053,0.085,0.157,0.081,0.013999999999999999,0.49,0.51,69632.0
483,Matanuska-Susitna Borough,Alaska,0.057999999999999996,0.068,0.077,0.075,0.057999999999999996,0.125,0.154,0.121,0.048,0.068,0.099,0.04,0.008,0.473,0.527,117613.0
484,Maui County,Hawaii,0.052000000000000005,0.055,0.064,0.057,0.043,0.10800000000000001,0.142,0.124,0.062,0.071,0.129,0.07,0.024,0.501,0.499,163694.0
485,Maury County,Tennessee,0.062,0.064,0.06,0.057,0.053,0.145,0.14400000000000002,0.114,0.057999999999999996,0.069,0.10800000000000001,0.053,0.013999999999999999,0.523,0.47700000000000004,113411.0
486,Mayagüez Municipio,Puerto Rico,0.027999999999999997,0.036000000000000004,0.051,0.07,0.127,0.115,0.109,0.079,0.045,0.065,0.12,0.102,0.053,0.527,0.473,69044.0
487,McCracken County,Kentucky,0.068,0.064,0.046,0.05,0.064,0.11199999999999999,0.135,0.13,0.049,0.075,0.121,0.076,0.011000000000000001,0.516,0.484,67550.0
488,McHenry County,Illinois,0.052000000000000005,0.06,0.067,0.065,0.057999999999999996,0.121,0.132,0.127,0.07200000000000001,0.069,0.107,0.053,0.018000000000000002,0.498,0.502,315959.0
489,McKinley County,New Mexico,0.055999999999999994,0.065,0.08199999999999999,0.078,0.061,0.141,0.133,0.11699999999999999,0.055,0.06,0.09,0.05,0.012,0.506,0.494,68945.0
490,McLean County,Illinois,0.046,0.057999999999999996,0.067,0.09300000000000001,0.12,0.11900000000000001,0.115,0.121,0.055,0.054000000000000006,0.09,0.043,0.019,0.51,0.49,172069.0
491,McLennan County,Texas,0.06,0.06,0.07400000000000001,0.086,0.10400000000000001,0.127,0.12,0.106,0.046,0.059000000000000004,0.09,0.053,0.015,0.511,0.489,270358.0
492,Mecklenburg County,North Carolina,0.064,0.062,0.059000000000000004,0.064,0.068,0.174,0.149,0.127,0.057999999999999996,0.051,0.075,0.039,0.011000000000000001,0.517,0.483,1206285.0
493,Medina County,Ohio,0.049,0.06,0.057,0.061,0.052000000000000005,0.109,0.127,0.129,0.062,0.081,0.124,0.068,0.021,0.504,0.496,184625.0
494,Mendocino County,California,0.048,0.061,0.05,0.068,0.039,0.11800000000000001,0.11699999999999999,0.12,0.038,0.079,0.146,0.09300000000000001,0.023,0.513,0.48700000000000004,89175.0
495,Merced County,California,0.067,0.07200000000000001,0.086,0.094,0.077,0.14300000000000002,0.133,0.109,0.052000000000000005,0.046,0.07200000000000001,0.038,0.01,0.493,0.507,296774.0
496,Mercer County,New Jersey,0.055999999999999994,0.057,0.068,0.071,0.07200000000000001,0.122,0.131,0.131,0.064,0.062,0.098,0.045,0.023,0.507,0.493,392138.0
497,Mercer County,Pennsylvania,0.040999999999999995,0.051,0.057999999999999996,0.063,0.066,0.1,0.111,0.124,0.068,0.076,0.13699999999999998,0.081,0.023,0.5,0.5,108140.0
498,Merrimack County,New Hampshire,0.042,0.035,0.063,0.064,0.059000000000000004,0.12300000000000001,0.133,0.124,0.073,0.075,0.126,0.061,0.023,0.499,0.501,157869.0
499,Mesa County,Colorado,0.036000000000000004,0.057999999999999996,0.059000000000000004,0.07200000000000001,0.055999999999999994,0.132,0.13,0.10800000000000001,0.048,0.075,0.135,0.069,0.022000000000000002,0.496,0.504,161260.0
500,Miami County,Ohio,0.055,0.057999999999999996,0.067,0.07200000000000001,0.051,0.11800000000000001,0.121,0.127,0.06,0.068,0.111,0.063,0.03,0.506,0.494,111950.0
501,Miami-Dade County,Florida,0.053,0.053,0.055999999999999994,0.059000000000000004,0.061,0.136,0.141,0.138,0.067,0.064,0.094,0.055,0.023,0.508,0.49200000000000005,2838461.0
502,Middlesex County,Massachusetts,0.05,0.054000000000000006,0.053,0.064,0.07,0.151,0.142,0.12300000000000001,0.062,0.062,0.096,0.054000000000000006,0.019,0.506,0.494,1668956.0
503,Middlesex County,New Jersey,0.051,0.055999999999999994,0.064,0.069,0.065,0.132,0.14,0.129,0.063,0.061,0.099,0.055,0.015,0.503,0.49700000000000005,890119.0
504,Midland County,Michigan,0.053,0.045,0.069,0.057999999999999996,0.05,0.125,0.127,0.11699999999999999,0.055,0.087,0.12,0.068,0.025,0.504,0.496,84022.0
505,Midland County,Texas,0.079,0.08199999999999999,0.08,0.073,0.067,0.157,0.168,0.102,0.035,0.051,0.066,0.03,0.01,0.493,0.507,183587.0
506,Milwaukee County,Wisconsin,0.061,0.066,0.064,0.069,0.068,0.161,0.136,0.111,0.054000000000000006,0.055,0.09300000000000001,0.044000000000000004,0.017,0.514,0.486,924740.0
507,Minnehaha County,South Dakota,0.064,0.069,0.071,0.065,0.061,0.14300000000000002,0.145,0.12,0.05,0.066,0.09300000000000001,0.039,0.013999999999999999,0.48200000000000004,0.518,208639.0
508,Missoula County,Montana,0.042,0.047,0.05,0.06,0.1,0.156,0.145,0.115,0.042,0.061,0.111,0.057999999999999996,0.013000000000000001,0.49700000000000005,0.503,122546.0
509,Mobile County,Alabama,0.06,0.064,0.063,0.066,0.063,0.135,0.124,0.11800000000000001,0.057999999999999996,0.066,0.10800000000000001,0.057,0.015,0.525,0.475,412339.0
510,Mohave County,Arizona,0.038,0.04,0.048,0.045,0.033,0.10800000000000001,0.10400000000000001,0.094,0.053,0.098,0.19,0.122,0.027000000000000003,0.49200000000000005,0.508,226479.0
511,Monmouth County,New Jersey,0.05,0.055999999999999994,0.059000000000000004,0.062,0.057999999999999996,0.11,0.122,0.128,0.068,0.083,0.11900000000000001,0.062,0.022000000000000002,0.512,0.488,647520.0
512,Monongalia County,West Virginia,0.046,0.045,0.039,0.1,0.151,0.155,0.125,0.10300000000000001,0.048,0.052000000000000005,0.084,0.037000000000000005,0.016,0.49,0.51,108697.0
513,Monroe County,Florida,0.057,0.039,0.037000000000000005,0.033,0.037000000000000005,0.106,0.121,0.141,0.08900000000000001,0.07200000000000001,0.156,0.08800000000000001,0.023,0.489,0.511,80908.0
514,Monroe County,Indiana,0.036000000000000004,0.038,0.048,0.126,0.153,0.145,0.109,0.092,0.042,0.051,0.094,0.055,0.013000000000000001,0.498,0.502,140702.0
515,Monroe County,Michigan,0.048,0.059000000000000004,0.055999999999999994,0.067,0.057,0.122,0.114,0.126,0.066,0.075,0.125,0.063,0.022000000000000002,0.499,0.501,156045.0
516,Monroe County,New York,0.051,0.054000000000000006,0.057999999999999996,0.066,0.067,0.134,0.132,0.11,0.062,0.068,0.113,0.061,0.024,0.515,0.485,752202.0
517,Monroe County,Pennsylvania,0.044000000000000004,0.049,0.054000000000000006,0.067,0.067,0.10800000000000001,0.12,0.122,0.066,0.095,0.134,0.051,0.024,0.499,0.501,166523.0
518,Montcalm County,Michigan,0.051,0.051,0.066,0.055,0.063,0.14400000000000002,0.11900000000000001,0.131,0.057999999999999996,0.079,0.113,0.052000000000000005,0.018000000000000002,0.473,0.527,69314.0
519,Monterey County,California,0.066,0.07,0.07,0.077,0.073,0.13,0.133,0.11699999999999999,0.055999999999999994,0.05,0.09,0.05,0.019,0.493,0.507,436251.0
520,Montgomery County,Alabama,0.066,0.073,0.057999999999999996,0.077,0.059000000000000004,0.134,0.13,0.11800000000000001,0.038,0.078,0.099,0.052000000000000005,0.019,0.537,0.46299999999999997,225894.0
521,Montgomery County,Maryland,0.055999999999999994,0.059000000000000004,0.068,0.064,0.055999999999999994,0.11800000000000001,0.139,0.133,0.068,0.06,0.1,0.059000000000000004,0.02,0.513,0.48700000000000004,1082273.0
522,Montgomery County,Ohio,0.057,0.064,0.059000000000000004,0.063,0.067,0.142,0.125,0.11,0.057999999999999996,0.064,0.109,0.061,0.022000000000000002,0.515,0.485,537443.0
523,Montgomery County,Pennsylvania,0.05,0.059000000000000004,0.06,0.064,0.055,0.121,0.139,0.12300000000000001,0.064,0.067,0.11199999999999999,0.062,0.024,0.51,0.49,879190.0
524,Montgomery County,Tennessee,0.077,0.07400000000000001,0.07200000000000001,0.059000000000000004,0.081,0.18100000000000002,0.153,0.107,0.049,0.044000000000000004,0.067,0.031,0.006,0.504,0.496,246025.0
525,Montgomery County,Texas,0.062,0.073,0.07200000000000001,0.07200000000000001,0.059000000000000004,0.132,0.146,0.127,0.054000000000000006,0.061,0.087,0.043,0.011000000000000001,0.505,0.495,749613.0
526,Montgomery County,Virginia,0.034,0.035,0.051,0.14800000000000002,0.17600000000000002,0.113,0.1,0.10300000000000001,0.042,0.05,0.087,0.048,0.012,0.479,0.521,98998.0
527,Moore County,North Carolina,0.053,0.059000000000000004,0.069,0.047,0.040999999999999995,0.113,0.135,0.11599999999999999,0.057999999999999996,0.063,0.131,0.09,0.026000000000000002,0.504,0.496,108417.0
528,Morgan County,Alabama,0.069,0.06,0.06,0.059000000000000004,0.062,0.127,0.12300000000000001,0.124,0.057999999999999996,0.075,0.105,0.062,0.015,0.513,0.48700000000000004,126084.0
529,Morgan County,Indiana,0.052000000000000005,0.068,0.053,0.057,0.071,0.126,0.11699999999999999,0.122,0.064,0.079,0.11699999999999999,0.045,0.027999999999999997,0.49700000000000005,0.503,73825.0
530,Morris County,New Jersey,0.049,0.054000000000000006,0.062,0.059000000000000004,0.057999999999999996,0.114,0.135,0.132,0.079,0.066,0.10400000000000001,0.063,0.024,0.504,0.496,523053.0
531,Multnomah County,Oregon,0.045,0.042,0.052000000000000005,0.053,0.057,0.17600000000000002,0.174,0.139,0.057999999999999996,0.051,0.092,0.045,0.017,0.505,0.495,795897.0
532,Muscogee County,Georgia,0.065,0.067,0.073,0.064,0.065,0.153,0.136,0.11,0.049,0.06,0.092,0.05,0.016,0.525,0.475,201830.0
533,Muskegon County,Michigan,0.054000000000000006,0.057999999999999996,0.069,0.057,0.059000000000000004,0.136,0.128,0.115,0.059000000000000004,0.068,0.12,0.053,0.024,0.502,0.498,177428.0
534,Muskingum County,Ohio,0.057999999999999996,0.055,0.076,0.06,0.061,0.126,0.12300000000000001,0.115,0.07200000000000001,0.061,0.115,0.059000000000000004,0.018000000000000002,0.507,0.493,86582.0
535,Muskogee County,Oklahoma,0.057,0.064,0.078,0.067,0.055,0.131,0.14,0.11699999999999999,0.055999999999999994,0.059000000000000004,0.106,0.055999999999999994,0.013000000000000001,0.516,0.484,66752.0
536,Nacogdoches County,Texas,0.066,0.077,0.049,0.099,0.113,0.131,0.106,0.084,0.071,0.043,0.091,0.055,0.015,0.547,0.45299999999999996,65728.0
537,Napa County,California,0.040999999999999995,0.045,0.059000000000000004,0.066,0.057999999999999996,0.11800000000000001,0.125,0.126,0.053,0.081,0.11900000000000001,0.08,0.028999999999999998,0.501,0.499,132727.0
538,Nash County,North Carolina,0.052000000000000005,0.045,0.076,0.055999999999999994,0.06,0.138,0.115,0.121,0.07200000000000001,0.066,0.11599999999999999,0.066,0.015,0.51,0.49,97990.0
539,Nassau County,Florida,0.049,0.051,0.055,0.048,0.044000000000000004,0.10300000000000001,0.121,0.125,0.054000000000000006,0.08800000000000001,0.159,0.087,0.017,0.5,0.5,104376.0
540,Nassau County,New York,0.051,0.055,0.066,0.063,0.06,0.11599999999999999,0.125,0.128,0.067,0.07200000000000001,0.111,0.06,0.025,0.507,0.493,1392438.0
541,Natrona County,Wyoming,0.053,0.054000000000000006,0.075,0.069,0.05,0.127,0.156,0.11199999999999999,0.051,0.068,0.113,0.057999999999999996,0.015,0.489,0.511,80410.0
542,Naugatuck Valley Planning Region,Connecticut,0.05,0.049,0.062,0.059000000000000004,0.059000000000000004,0.131,0.132,0.121,0.07400000000000001,0.066,0.111,0.059000000000000004,0.027999999999999997,0.508,0.49200000000000005,462220.0
543,Navajo County,Arizona,0.055999999999999994,0.051,0.09,0.066,0.059000000000000004,0.10300000000000001,0.127,0.109,0.05,0.07200000000000001,0.133,0.064,0.018000000000000002,0.494,0.506,109516.0
544,Nevada County,California,0.040999999999999995,0.046,0.051,0.042,0.036000000000000004,0.1,0.12300000000000001,0.11699999999999999,0.062,0.081,0.165,0.11699999999999999,0.018000000000000002,0.507,0.493,102195.0
545,New Castle County,Delaware,0.054000000000000006,0.057,0.06,0.066,0.064,0.135,0.138,0.11800000000000001,0.061,0.068,0.106,0.054000000000000006,0.02,0.516,0.484,588093.0
546,New Hanover County,North Carolina,0.046,0.044000000000000004,0.051,0.059000000000000004,0.094,0.134,0.13,0.11900000000000001,0.054000000000000006,0.068,0.113,0.07,0.019,0.526,0.474,243333.0
547,New York County,New York,0.038,0.033,0.04,0.046,0.067,0.213,0.146,0.11699999999999999,0.053,0.061,0.09699999999999999,0.064,0.026000000000000002,0.521,0.479,1660664.0
548,Newport County,Rhode Island,0.027000000000000003,0.047,0.038,0.054000000000000006,0.064,0.11800000000000001,0.10400000000000001,0.106,0.08,0.071,0.158,0.095,0.038,0.496,0.504,83468.0
549,Newport News city,Virginia,0.067,0.06,0.068,0.069,0.08199999999999999,0.158,0.135,0.10300000000000001,0.049,0.062,0.08900000000000001,0.044000000000000004,0.015,0.508,0.49200000000000005,183056.0
550,Newton County,Georgia,0.059000000000000004,0.069,0.076,0.08800000000000001,0.057,0.124,0.146,0.124,0.065,0.059000000000000004,0.081,0.043,0.01,0.526,0.474,124010.0
551,Niagara County,New York,0.05,0.053,0.057,0.055999999999999994,0.054000000000000006,0.125,0.12300000000000001,0.11800000000000001,0.061,0.085,0.13,0.066,0.023,0.511,0.489,209570.0
552,Norfolk County,Massachusetts,0.05,0.055999999999999994,0.055999999999999994,0.063,0.062,0.129,0.138,0.126,0.066,0.068,0.105,0.055999999999999994,0.024,0.518,0.48200000000000004,740754.0
553,Norfolk city,Virginia,0.061,0.062,0.047,0.067,0.111,0.184,0.134,0.091,0.051,0.054000000000000006,0.083,0.043,0.011000000000000001,0.495,0.505,231105.0
554,Northampton County,Pennsylvania,0.045,0.053,0.052000000000000005,0.075,0.069,0.11800000000000001,0.124,0.11900000000000001,0.064,0.07,0.11800000000000001,0.07,0.024,0.504,0.496,322989.0
555,Northeastern Connecticut Planning Region,Connecticut,0.032,0.046,0.062,0.059000000000000004,0.042,0.124,0.133,0.125,0.069,0.094,0.129,0.057,0.027999999999999997,0.512,0.488,97701.0
556,Northumberland County,Pennsylvania,0.05,0.049,0.055999999999999994,0.057999999999999996,0.055,0.11900000000000001,0.12300000000000001,0.122,0.061,0.077,0.133,0.077,0.021,0.491,0.509,90027.0
557,Northwest Hills Planning Region,Connecticut,0.039,0.042,0.052000000000000005,0.054000000000000006,0.051,0.11,0.12300000000000001,0.12300000000000001,0.083,0.07400000000000001,0.142,0.08199999999999999,0.024,0.5,0.5,114101.0
558,Nueces County,Texas,0.06,0.055,0.075,0.07,0.069,0.133,0.139,0.11900000000000001,0.051,0.06,0.098,0.052000000000000005,0.018000000000000002,0.505,0.495,353125.0
559,Oakland County,Michigan,0.05,0.055,0.055999999999999994,0.057,0.057,0.138,0.133,0.126,0.065,0.069,0.113,0.057999999999999996,0.022000000000000002,0.506,0.494,1296888.0
560,Ocean County,New Jersey,0.07400000000000001,0.068,0.068,0.061,0.052000000000000005,0.11199999999999999,0.10400000000000001,0.1,0.059000000000000004,0.07,0.126,0.077,0.03,0.511,0.489,666434.0
561,Oconee County,South Carolina,0.038,0.06,0.053,0.048,0.059000000000000004,0.10400000000000001,0.111,0.12300000000000001,0.05,0.095,0.152,0.084,0.024,0.512,0.488,82475.0
562,Okaloosa County,Florida,0.057999999999999996,0.059000000000000004,0.069,0.055999999999999994,0.062,0.154,0.14300000000000002,0.10400000000000001,0.066,0.062,0.099,0.048,0.02,0.494,0.506,220483.0
563,Oklahoma County,Oklahoma,0.066,0.073,0.067,0.07,0.07,0.14800000000000002,0.139,0.111,0.05,0.057,0.09300000000000001,0.045,0.013000000000000001,0.509,0.491,816490.0
564,Oldham County,Kentucky,0.048,0.067,0.08,0.071,0.06,0.095,0.14400000000000002,0.151,0.069,0.057,0.092,0.055999999999999994,0.01,0.483,0.517,70525.0
565,Olmsted County,Minnesota,0.055,0.066,0.073,0.063,0.061,0.138,0.146,0.113,0.05,0.061,0.096,0.048,0.028999999999999998,0.512,0.488,166424.0
566,Oneida County,New York,0.053,0.057999999999999996,0.064,0.063,0.064,0.121,0.129,0.107,0.061,0.07,0.11800000000000001,0.071,0.021,0.5,0.5,228347.0
567,Onondaga County,New York,0.052000000000000005,0.055999999999999994,0.061,0.07200000000000001,0.067,0.126,0.13,0.10800000000000001,0.064,0.067,0.115,0.059000000000000004,0.024,0.514,0.486,469812.0
568,Onslow County,North Carolina,0.08,0.069,0.061,0.078,0.15,0.162,0.127,0.08199999999999999,0.038,0.045,0.067,0.033,0.008,0.451,0.5489999999999999,212954.0
569,Ontario County,New York,0.048,0.05,0.053,0.06,0.057999999999999996,0.113,0.11900000000000001,0.11900000000000001,0.057999999999999996,0.084,0.135,0.083,0.02,0.504,0.496,113012.0
570,Orange County,California,0.049,0.053,0.062,0.066,0.063,0.139,0.134,0.129,0.066,0.065,0.098,0.054000000000000006,0.021,0.505,0.495,3170435.0
