data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2024,5,192046780,3.602,4,18901180
2024,12,192966036,12.700,1,19036864
2024,12,194381490,1.900,1,19238422
2024,12,179801977,10.000,1,17075588
2024,8,179831319,7.000,9,17078595
2024,8,180303087,2.000,9,17141518
2024,12,180303087,3.440,1,17141519
2024,5,182047563,5.000,1,17404200
2024,8,182047563,1.000,9,17404201
2024,12,182047563,0.660,1,17404202
2024,12,181698100,0.300,1,17345561
2024,8,184688279,3.000,9,17807616
2024,12,184688279,2.500,1,17807617
2024,12,185138339,5.200,1,17881008
2024,5,186341709,162.000,10,18054036
2024,12,186340489,3.700,1,18053697
2024,12,188425081,1.000,1,18373442
2024,12,188425096,2.800,1,18373443
2024,5,189713803,21.300,3,18571469
2024,12,189713803,29.000,1,18571470
2024,12,190019645,1.000,1,18612954
2024,12,194414584,1.200,1,19242037
2024,8,194443178,20.000,9,19245461
2024,4,195135246,1.000,1,19340015
2024,8,195135246,124.000,9,19340016
2024,12,195135246,34.000,1,19340017
2024,12,195432167,3.000,1,19383305
2024,5,185874958,1.000,11,17986999
2024,12,179952680,1.200,1,17094439
2024,15,179952680,42.000,9,17094440
2024,4,182852455,1.600,1,17525084
2024,9,182852455,69.000,9,17525085
2024,12,182852455,4.700,1,17525086
2024,12,181375744,0.500,1,17301849
2024,12,185367298,0.600,1,17915984
2024,2,186678639,0.500,1,18107741
2024,12,186678639,25.000,9,18107742
2024,12,186678620,1.200,1,18107739
2024,12,186678636,4.000,1,18107740
2024,12,186678641,0.600,1,18107743
2024,16,186678641,106.000,9,18107744
2024,12,189426686,1.500,1,18526375
2024,12,189417433,5.100,1,18525501
2024,12,188033768,1.100,1,18317152
2024,16,190601677,2.000,9,18693559
2024,8,192132773,29.000,9,18913284
2024,12,192132773,2.100,1,18913285
2024,12,192132793,0.800,1,18913286
2024,2,192132817,1.200,1,18913287
2024,12,193407456,1.600,1,19101258
2024,12,193407454,0.700,1,19101255
2024,4,194851788,4.000,9,19299560
2024,12,194851788,0.500,1,19299561
2024,11,193407455,2.000,9,19101256
2024,12,193407455,1.600,1,19101257
2024,12,193407458,1.000,9,19101259
2024,12,193407458,2.400,1,19101260
2024,16,193407458,8.000,9,19101261
2024,12,194851786,1.300,1,19299556
2024,12,194851786,12.000,5,19299557
2024,16,194851786,0.500,1,19299558
2024,12,194851787,0.800,1,19299559
2024,2,194851792,0.010,1,19299562
2024,11,194851792,3.000,9,19299563
2024,15,194851792,9.700,1,19299564
2024,2,194851793,0.400,1,19299565
2024,12,194851793,0.600,1,19299566
2024,17,194851793,1.000,9,19299567
2024,16,181385548,12.000,1,17303259
2024,8,185481342,4.000,9,17931542
2024,12,186632051,4.300,1,18100880
2024,12,179967883,13.900,1,17097322
2024,12,185481344,3.500,1,17931544
2024,12,185481345,1.200,1,17931545
2024,12,179968080,1.400,1,17097349
2024,12,185481346,9.300,1,17931546
2024,16,185481346,35.000,9,17931547
2024,12,181385551,11.400,1,17303260
2024,16,181385551,25.000,9,17303261
2024,12,179968118,0.200,1,17097353
2024,12,181385556,0.400,1,17303264
2024,12,179968122,0.400,1,17097354
2024,2,184638796,1.200,1,17801552
2024,8,184638796,21.700,1,17801553
2024,12,184638797,5.000,9,17801554
2024,12,184638797,8.300,1,17801555
2024,12,185481347,23.600,1,17931548
2024,12,181385596,7.000,1,17303269
2024,8,181385599,3.000,9,17303270
2024,12,181385599,3.700,1,17303271
2024,12,181385600,9.300,1,17303272
2024,12,181385606,1.000,9,17303273
2024,5,182791291,29.300,1,17516076
2024,16,182791293,1.000,9,17516078
2024,12,184638801,11.400,1,17801556
2024,12,182791332,1.500,1,17516083
2024,12,182791319,0.800,1,17516080
2024,16,184638803,3.000,9,17801557
2024,12,189463795,3.100,1,18531992
2024,12,184638804,0.300,1,17801558
2024,12,182791351,11.800,1,17516084
2024,12,185481352,1.000,1,17931550
2024,16,185481353,1.000,9,17931551
2024,5,184638832,12.050,3,17801561
2024,12,184638832,2.000,1,17801562
2024,12,189463796,0.200,1,18531993
2024,12,196410529,9.200,1,19508349
2024,16,196410529,3387.000,9,19508350
2024,16,192208798,1.000,9,18926429
2024,12,188448283,0.600,1,18376780
2024,16,188448283,1.000,9,18376781
2024,5,185481382,1.000,1,17931555
2024,5,185481398,7.400,1,17931556
2024,12,186632070,3.600,1,18100881
2024,12,186632102,5.300,1,18100884
2024,12,188448292,1.600,1,18376782
2024,16,186632099,1.000,9,18100883
2024,12,186632125,3.000,1,18100886
2024,9,186632130,2.000,9,18100887
2024,12,188448328,13.300,1,18376783
2024,2,189463806,0.400,1,18531995
2024,12,189463806,1.200,1,18531996
2024,16,189463806,3.000,9,18531997
2024,12,189463809,1.000,9,18531998
2024,12,189463811,12.400,1,18531999
2024,12,193563688,17.700,1,19124889
2024,16,193563688,4757.000,9,19124890
2024,12,189463869,3.000,1,18532004
2024,12,190595380,11.900,1,18692716
2024,12,189463881,13.500,1,18532006
2024,16,189463898,3.000,9,18532007
2024,5,190595397,1.000,1,18692717
2024,12,192208813,0.500,1,18926430
2024,12,192208844,4.500,1,18926431
2024,12,192208850,0.500,1,18926432
2024,16,192208850,1.000,9,18926433
2024,17,192208850,1.500,1,18926434
2024,5,192208864,1.000,1,18926435
2024,5,193563710,1.000,1,19124893
2024,5,194783101,1.000,1,19289655
2024,5,193563718,1.000,1,19124894
2024,5,194783098,1.000,1,19289654
2024,5,196410563,31.200,1,19508351
2024,5,196410591,1.000,1,19508354
2024,12,194783584,1.700,1,19289688
2024,12,194783592,55.000,9,19289689
2024,16,194783592,1.000,1,19289690
2024,5,187861424,1.000,1,18288185
2024,12,187861276,2.200,1,18288167
2024,5,191989737,2.000,1,18893941
2024,7,182681811,20.000,9,17495927
2024,12,182681811,2.000,9,17495928
2024,16,190988562,2.000,9,18751625
2024,16,191415712,29.000,9,18815471
2024,12,193934062,17.000,1,19182092
2024,7,194435566,1.600,1,19244361
2024,7,194628772,1.000,9,19269891
2024,5,184986427,3.500,3,17851300
2024,4,184986428,12.000,1,17851301
2024,5,184986428,54.950,3,17851302
2024,12,184986428,34.000,1,17851303
2024,12,181607830,0.050,1,17332916
2024,12,181607838,1.500,1,17332917
2024,4,181607862,0.500,1,17332918
2024,2,181607879,13.450,1,17332919
2024,16,181607879,29.000,9,17332920
2024,12,181607976,0.500,1,17332926
2024,12,181609463,0.500,1,17333119
2024,12,181607979,13.500,1,17332927
2024,16,181607979,13.000,9,17332928
2024,2,181607993,2.590,1,17332929
2024,5,181608017,0.250,1,17332930
2024,12,181608019,1.000,1,17332931
2024,16,181608019,6.000,9,17332932
2024,16,181608074,5.500,1,17332933
2024,16,181610871,1.680,1,17333381
2024,12,181608102,13.160,1,17332934
2024,5,186331288,3.060,4,18052864
2024,12,181610387,0.860,1,17333289
2024,5,181608131,0.050,1,17332938
2024,12,181608134,0.050,1,17332939
2024,16,181608139,0.850,1,17332940
2024,5,181608165,0.250,1,17332941
2024,16,181608174,1.000,9,17332942
2024,12,181608190,0.260,1,17332943
2024,12,181608191,0.050,1,17332944
2024,2,181608201,1.000,1,17332945
2024,16,181608211,0.500,1,17332946
2024,5,181608497,0.050,1,17332976
2024,16,181608498,0.500,1,17332977
2024,5,181608500,0.500,1,17332978
2024,5,181608232,0.500,1,17332950
2024,5,181608509,0.200,1,17332979
2024,16,191558922,0.500,1,18829888
2024,5,181608520,0.250,1,17332980
2024,5,181608527,0.020,1,17332981
2024,5,181608535,0.550,1,17332982
2024,12,181608547,5.000,1,17332983
2024,16,181608551,0.050,1,17332984
2024,5,181608558,0.250,1,17332985
2024,12,181608567,1.000,1,17332986
2024,16,181608567,0.500,1,17332987
2024,5,181608568,0.250,1,17332988
2024,5,181608577,0.050,1,17332989
2024,16,181608577,1.000,9,17332990
2024,5,181608584,0.050,1,17332991
2024,5,181608604,0.500,1,17332992
2024,16,185091166,0.050,1,17870503
2024,16,181608615,0.650,1,17332994
2024,5,181608619,91.940,1,17332995
2024,5,181608631,0.050,1,17332996
2024,2,181608654,2.500,1,17332997
2024,16,181608658,0.050,1,17332998
2024,16,181608659,0.050,1,17332999
2024,2,181608686,0.290,8,17333000
2024,2,181608686,6.840,1,17333001
2024,2,181608717,9.500,1,17333002
2024,12,181608717,13.000,1,17333003
2024,4,181608721,4.500,1,17333004
2024,12,181608721,7.500,1,17333005
2024,16,181608721,5.000,1,17333006
2024,12,181608723,12.500,1,17333007
2024,16,182857403,0.050,1,17525486
2024,16,181608739,0.050,1,17333009
2024,16,181608747,1.000,1,17333010
2024,2,181608761,0.220,1,17333012
2024,12,181608761,15.500,1,17333013
2024,16,181608761,0.580,1,17333014
2024,2,181608762,31.500,1,17333015
2024,12,181608770,0.400,1,17333016
2024,16,181608770,0.100,1,17333017
2024,12,181608771,0.410,1,17333018
2024,16,181608771,17.000,1,17333019
2024,2,181608775,4.500,1,17333020
2024,12,181608790,9.000,1,17333021
2024,16,181608795,0.500,1,17333022
2024,16,181608803,5.000,1,17333023
2024,5,182857410,3.500,1,17525487
2024,16,182857411,1.000,1,17525488
2024,16,182857413,0.050,1,17525489
2024,12,182857416,25.610,1,17525490
2024,16,182857418,4.500,1,17525491
2024,12,182857430,0.500,1,17525492
2024,5,182857448,0.050,1,17525493
2024,5,182857470,0.025,1,17525494
2024,2,198250394,7.500,1,19776973
2024,12,198250394,1.000,1,19776974
2024,12,182857508,9.000,1,17525497
2024,2,182857517,1.000,1,17525498
2024,5,182857522,0.010,1,17525499
2024,16,182857548,108.000,1,17525500
2024,5,182857635,0.500,1,17525515
2024,9,182857635,0.410,1,17525516
2024,17,182857654,0.000,1,17525517
2024,16,182857675,11.000,1,17525519
2024,2,182857701,3.500,1,17525520
2024,12,182857702,1.600,1,17525521
2024,2,182857705,0.360,1,17525522
2024,12,182857712,0.500,1,17525523
2024,16,182857712,3.000,1,17525524
2024,5,185091203,0.150,1,17870510
2024,12,182857747,2.500,1,17525526
