data_year,groupb_arrestee_id,weapon_code,weapon_id
2024,54555639,01,51
2024,54555641,01,51
2024,54555633,01,51
2024,54555644,01,51
2024,54555647,01,51
2024,54555651,01,51
2024,54555652,01,51
2024,54555654,01,51
2024,54555655,01,51
2024,54555656,01,51
2024,54555657,01,51
2024,54555659,01,51
2024,54555661,01,51
2024,54555667,01,51
2024,54555669,01,51
2024,54555671,01,51
2024,54555674,01,51
2024,54555678,01,51
2024,54555684,01,51
2024,54555689,01,51
2024,54555692,01,51
2024,54555693,01,51
2024,54555695,01,51
2024,54555697,01,51
2024,54555698,01,51
2024,54555700,01,51
2024,54555702,01,51
2024,54555638,01,51
2024,54555640,01,51
2024,54555645,01,51
2024,54555649,01,51
2024,54555650,01,51
2024,54555653,01,51
2024,54555660,01,51
2024,54555662,01,51
2024,54555673,01,51
2024,54555675,01,51
2024,54555681,01,51
2024,54555683,01,51
2024,54555687,01,51
2024,54555703,01,51
2024,54555705,01,51
2024,54555707,01,51
2024,54555709,01,51
2024,54555711,01,51
2024,54555717,01,51
2024,54555722,01,51
2024,54555735,01,51
2024,54555738,01,51
2024,54555642,01,51
2024,54555643,01,51
2024,54555646,01,51
2024,54555648,01,51
2024,54555658,01,51
2024,54555663,01,51
2024,54555664,01,51
2024,54555665,01,51
2024,54555666,01,51
2024,54555668,01,51
2024,54555670,01,51
2024,54555672,01,51
2024,54555676,01,51
2024,54555677,01,51
2024,54555679,01,51
2024,54555680,01,51
2024,54555682,01,51
2024,54555686,01,51
2024,54555688,01,51
2024,54555690,01,51
2024,54555691,01,51
2024,54555694,01,51
2024,54555696,01,51
2024,54555699,01,51
2024,54555701,01,51
2024,54555704,01,51
2024,54555708,01,51
2024,54555710,01,51
2024,54555713,01,51
2024,54555715,01,51
2024,54555718,01,51
2024,54555719,01,51
2024,54555721,01,51
2024,54555724,01,51
2024,54555733,01,51
2024,54555741,01,51
2024,54555712,01,51
2024,54555714,01,51
2024,54555716,01,51
2024,54555727,01,51
2024,54555731,01,51
2024,54555732,01,51
2024,54555734,01,51
2024,54555726,01,51
2024,54555728,01,51
2024,54555736,01,51
2024,54555740,01,51
2024,54555743,01,51
2024,54555744,01,51
2024,54555745,01,51
2024,54555747,01,51
2024,54555748,01,51
2024,54555749,01,51
2024,54555751,01,51
2024,54555761,01,51
2024,54555765,01,51
2024,54555768,01,51
2024,54555770,01,51
2024,54555772,01,51
2024,54555774,01,51
2024,54555778,01,51
2024,54555780,01,51
2024,54555784,01,51
2024,54555786,01,51
2024,54555792,01,51
2024,54555793,01,51
2024,54555795,01,51
2024,54555798,01,51
2024,54555800,01,51
2024,54555725,01,51
2024,54555729,01,51
2024,54555730,01,51
2024,54555737,01,51
2024,54555746,01,51
2024,54555753,01,51
