data_year,victim_id,injury_id
2024,230905299,6
2024,230919979,4
2024,230919981,4
2024,230919902,4
2024,230919687,5
2024,230918185,5
2024,230918186,4
2024,230919603,4
2024,230919605,4
2024,230919058,4
2024,230919993,5
2024,230920686,4
2024,230918143,5
2024,230919010,2
2024,230920670,4
2024,230919636,5
2024,230919594,3
2024,230920709,5
2024,230919925,3
2024,230919926,3
2024,230919940,4
2024,230919941,4
2024,230919942,5
2024,230919943,4
2024,230919124,4
2024,230919903,4
2024,230919618,4
2024,230919675,4
2024,230920630,4
2024,230919980,4
2024,230919622,4
2024,230717169,4
2024,230919003,4
2024,230919194,5
2024,230920009,5
2024,230918175,5
2024,230919091,4
2024,230919092,4
2024,230918142,6
2024,230919680,8
2024,230918195,5
2024,230918196,5
2024,230919703,4
2024,230919006,4
2024,230920647,3
2024,230963852,5
2024,230919949,4
2024,230919920,4
2024,230919643,2
2024,230919084,4
2024,230921726,4
2024,230922182,4
2024,230921683,5
2024,230921453,4
2024,230921870,5
2024,230921701,6
2024,230921702,6
2024,230921703,5
2024,230921685,4
2024,230922164,5
2024,230922165,4
2024,230922166,5
2024,230922167,5
2024,230922168,5
2024,230921869,4
2024,230922184,4
2024,230922185,5
2024,230921458,8
2024,230921735,4
2024,230922176,5
2024,230921902,5
2024,230921903,5
2024,230921904,4
2024,230921920,4
2024,230921855,2
2024,230921855,4
2024,230918156,4
2024,230921483,4
2024,230921515,5
2024,230922183,4
2024,230921521,4
2024,230922177,4
2024,230921901,4
2024,230921918,4
2024,230921891,5
2024,230919959,4
2024,230921715,4
2024,230921716,4
2024,230921434,5
2024,230921479,5
2024,230921846,6
2024,230922195,4
2024,230922173,5
2024,230973053,5
2024,230922172,4
2024,231158435,5
2024,231158436,5
2024,230922212,4
2024,230921656,5
2024,230921742,5
2024,230921415,5
2024,230922199,5
2024,230921679,4
2024,230921455,4
2024,230921692,5
2024,230921694,4
2024,230920800,4
2024,230921429,6
2024,230921430,6
2024,230921668,5
2024,230922169,4
2024,230920793,5
2024,230920794,5
2024,230920795,5
2024,230920796,5
2024,230921495,5
2024,230921446,1
2024,230921447,1
2024,230921881,5
2024,230921882,5
2024,230921417,5
2024,230921418,5
2024,230921419,5
2024,230921420,5
2024,230921421,5
2024,230921422,5
2024,230921423,5
2024,230921424,5
2024,230921425,5
2024,230921929,5
2024,230921930,4
2024,230921440,5
2024,230921402,5
2024,230921520,4
2024,230921681,4
2024,230921497,4
2024,230920811,5
2024,230566168,6
2024,230920809,4
2024,231123519,4
2024,230921911,5
2024,230921713,4
2024,230921711,5
2024,230921712,5
2024,230922198,4
2024,230921480,5
2024,230921746,4
2024,230921740,5
2024,230921509,4
2024,230922203,5
2024,230920752,5
2024,230920753,5
2024,230921405,4
2024,231340047,4
2024,231342486,4
2024,231844314,4
2024,231342671,4
2024,231342665,4
2024,231342479,4
2024,231339957,5
2024,231339958,5
2024,231339916,4
2024,231340023,4
2024,231342451,4
2024,231339992,4
2024,231340026,5
2024,231340045,4
2024,231340075,4
2024,231340003,4
2024,231342510,4
2024,231342511,4
2024,231339968,5
2024,230919019,5
2024,230919020,5
2024,231707862,5
2024,231342482,5
2024,231342464,4
2024,231342465,4
2024,231342523,4
2024,231342520,5
2024,231342521,5
2024,231342522,5
2024,231342492,4
2024,231708572,5
2024,231339913,5
2024,231340017,4
2024,231339955,5
2024,231342481,4
2024,231339950,4
2024,231340087,3
2024,231339874,1
2024,231339874,4
2024,231340024,4
2024,231342498,4
2024,231340081,5
2024,231340082,5
2024,231340006,4
2024,231340004,4
2024,231339890,4
2024,231340106,4
2024,231342489,4
2024,231342490,4
2024,231342644,4
2024,231339877,5
2024,231340013,4
2024,231339990,4
2024,231339991,5
2024,231342517,4
2024,231340002,5
2024,231340056,4
2024,231339924,4
2024,231339951,4
2024,231339944,6
2024,231339964,4
2024,231708329,5
2024,231340102,4
2024,231342659,4
2024,231342641,4
2024,231340011,4
2024,231339880,5
2024,231339881,5
2024,230918151,5
2024,206149665,5
2024,209986613,4
2024,206236609,5
2024,206236651,4
2024,206236662,5
2024,206236668,5
2024,206236721,4
2024,206236722,4
2024,206236723,4
2024,206236724,4
2024,206236763,5
2024,207942083,2
2024,207942084,5
2024,207942085,5
2024,207942086,5
2024,209986615,4
2024,207942094,5
2024,207942126,4
2024,207942127,4
2024,207942130,5
2024,209986617,4
2024,209986638,5
2024,209986648,4
2024,209986661,5
2024,209986723,5
2024,209986729,5
2024,209986734,4
2024,209986740,4
2024,209986741,4
2024,209986742,4
2024,209986743,4
2024,209986746,4
2024,209986747,4
2024,209986756,5
2024,212562101,5
2024,212562102,5
2024,212562112,4
2024,213501304,5
2024,212562130,4
2024,212562135,4
2024,212562138,4
2024,212562140,5
2024,212562141,5
2024,213501313,5
2024,222707733,4
2024,222707733,6
2024,213501314,5
2024,213501319,5
2024,213501320,5
2024,213501323,5
2024,213501325,4
2024,213501328,5
2024,213501334,4
2024,213501335,5
2024,213501336,4
2024,213501337,4
2024,213501352,4
2024,215353527,5
2024,215353531,5
2024,215353532,5
2024,213501374,5
2024,213501377,4
2024,213501378,4
2024,213501381,4
2024,217192941,4
2024,213501394,4
2024,218760422,4
2024,215353545,5
2024,215353546,5
2024,215353547,5
2024,215353578,5
2024,215353631,4
2024,220775781,4
2024,220775782,4
2024,220775783,4
2024,220775785,5
2024,215353701,5
2024,216046131,5
2024,217194317,4
2024,217194860,5
2024,220775786,4
2024,217194988,5
2024,217195012,5
2024,220775787,5
2024,217195019,4
2024,218760425,5
2024,217195042,5
2024,217195057,5
2024,217195058,5
2024,217195060,5
2024,217195061,4
2024,218760470,4
2024,218760506,4
2024,218760557,4
2024,218760573,5
2024,218760577,2
2024,218760577,4
2024,218760592,4
2024,218760598,4
2024,218760599,4
2024,218760606,5
2024,218760607,5
2024,220775812,4
2024,220775813,2
2024,230301913,6
2024,220775823,4
2024,220775828,2
2024,220775833,5
2024,224339338,5
2024,220775846,5
2024,220775848,5
2024,220775854,4
2024,228470278,4
2024,222707769,4
2024,222707794,5
2024,222707795,5
2024,222707796,4
2024,226485037,5
2024,226485038,5
2024,222707820,5
2024,222707831,4
2024,224339352,4
2024,224339353,4
2024,222707832,5
2024,222707833,4
2024,226485044,5
2024,226485048,4
2024,226485049,4
2024,224339414,4
2024,224339415,5
2024,224339417,4
2024,224339421,5
2024,226485055,4
2024,226485058,4
2024,224339443,1
2024,224339443,6
2024,226485070,4
2024,226485076,4
2024,226485121,5
2024,226485117,5
2024,228470286,4
2024,228470287,5
2024,226485130,5
2024,226485131,5
2024,226485133,4
2024,226485134,5
2024,226485135,4
2024,228470293,4
2024,226485144,4
2024,230301931,4
2024,230301947,4
2024,208070409,4
2024,208070410,4
2024,208070411,4
2024,206261610,4
2024,209474577,4
2024,209475235,4
2024,209706056,4
2024,209706057,4
2024,209706058,4
2024,209707023,4
2024,209707024,4
2024,209707025,4
2024,209706808,5
2024,209986951,4
2024,214905457,4
2024,214905458,4
2024,215231902,4
2024,215604528,4
2024,215629934,4
2024,215604753,4
2024,215604781,4
2024,215637739,4
2024,216103265,4
2024,216353722,4
2024,216329719,4
2024,216353729,4
2024,217452813,4
2024,221794872,4
2024,220670379,4
2024,220673516,4
2024,221916504,4
2024,221836609,4
2024,221836610,4
2024,221956116,4
2024,221956117,4
2024,221956118,4
2024,221956119,4
2024,221988598,4
2024,221988588,4
2024,221988525,4
2024,224444568,4
2024,222420995,4
2024,222424019,4
2024,222423747,4
2024,224444582,4
2024,224444601,4
2024,221975293,5
2024,221974990,4
2024,226526497,4
2024,227222717,4
2024,227218954,4
2024,227042090,4
2024,227239709,4
2024,227044592,4
2024,227040435,4
2024,227040452,4
2024,230013158,4
2024,226635526,4
2024,226517870,4
2024,224444548,4
2024,226516770,4
2024,227260584,4
2024,227256989,4
2024,209850453,4
2024,212587543,4
2024,212289358,4
2024,213225146,4
2024,215297320,4
2024,215219178,4
2024,218399589,5
2024,220209883,5
2024,224233003,4
2024,224561304,4
2024,206096196,5
2024,206848041,5
2024,207443494,5
2024,207749771,6
2024,209004850,4
2024,209995000,4
2024,212290684,4
2024,212294976,4
2024,213564982,4
2024,213564985,4
2024,216110798,4
2024,216353767,4
2024,216491655,2
2024,216491657,4
2024,216491660,4
2024,217015074,3
2024,217015075,3
2024,217015612,4
2024,218586486,5
2024,218950850,4
2024,218950850,7
2024,218951000,6
2024,218951001,6
2024,218951002,4
2024,221102299,6
2024,221127218,4
2024,222457371,4
2024,222457389,4
2024,222457389,6
2024,222457462,6
2024,224469087,4
2024,224469088,4
2024,226176811,4
2024,224765385,6
2024,224694044,4
2024,209006063,4
2024,209003994,4
2024,209018992,4
2024,208950392,4
2024,215344059,4
2024,208131636,4
2024,215343355,4
2024,215343370,4
2024,219726781,4
2024,222416456,4
2024,222462337,2
2024,222706540,4
2024,221809033,4
2024,222708809,4
2024,229868703,4
2024,228857330,4
2024,227783986,4
2024,204763817,5
2024,204794261,5
2024,216567839,4
2024,216567840,4
2024,216567841,4
2024,207900245,4
2024,207797736,4
2024,210148016,5
2024,216567829,4
2024,212298386,5
2024,212298387,5
2024,212298388,5
2024,215089310,4
2024,215089311,4
2024,216105865,5
2024,213986450,4
2024,216603632,5
2024,217027299,4
2024,216952332,4
2024,221826831,4
2024,218140202,4
2024,218140203,5
2024,219246033,4
2024,218832419,4
2024,220321896,4
2024,221827157,4
2024,220168748,8
2024,220247832,4
2024,220427915,5
2024,220427916,4
2024,221396449,4
2024,221396453,4
2024,221827166,4
2024,224116213,4
2024,226200063,4
2024,226180689,4
2024,220792817,4
2024,207390131,5
2024,207662345,5
2024,207380109,5
2024,207380110,5
2024,207380375,4
2024,225663320,5
2024,215080627,5
2024,225663337,5
2024,225662404,5
2024,206035563,4
2024,206035609,4
2024,206035611,4
2024,206077733,2
2024,206077733,4
2024,206077812,4
2024,206077812,7
2024,207467357,5
2024,207752044,4
2024,208551553,1
2024,208551553,2
2024,208551553,6
2024,208553268,4
2024,210236161,5
2024,210236162,3
2024,210236178,5
2024,213500818,4
2024,213500819,4
2024,214831434,4
2024,219139285,4
2024,219911014,4
2024,206149678,4
2024,218874297,4
2024,206149683,5
2024,206149684,5
2024,206149685,5
2024,206149686,5
2024,206149687,5
2024,206149689,4
2024,217297495,4
2024,215369072,4
2024,215369073,5
2024,209930198,4
2024,209930236,1
2024,209930236,8
2024,212298541,5
2024,206149716,5
2024,209930262,5
2024,209930263,5
2024,206149732,5
2024,206149738,5
2024,209930286,5
2024,209930287,5
2024,206149741,5
2024,206149795,5
2024,213516878,4
2024,206149797,4
2024,206149798,3
2024,206149802,4
2024,212298557,8
2024,206149804,5
2024,206149805,5
2024,206149806,5
2024,209930342,8
2024,206149816,5
2024,206149823,5
2024,209930359,5
2024,209930364,5
2024,215369147,4
2024,224385257,5
2024,209930409,5
2024,209930414,5
2024,209930421,4
2024,209930425,5
2024,209930426,5
2024,209930427,5
2024,226334081,5
2024,206149888,5
2024,206149889,5
2024,228804150,3
2024,215369169,5
2024,206149902,5
2024,230420075,6
2024,213516950,5
2024,206149936,5
2024,209930517,2
2024,220750499,1
2024,220750499,3
2024,206149945,5
2024,206149952,4
2024,212298643,5
2024,206149959,4
2024,209930525,5
2024,206149977,5
2024,206149984,4
2024,206149987,5
2024,215369234,4
2024,206149998,4
2024,206150023,5
2024,206150025,4
2024,206150027,5
2024,206150032,5
2024,206150033,4
2024,206150034,4
2024,206150038,4
2024,206150045,4
2024,206150046,4
2024,206150051,5
2024,206154042,5
2024,206154103,4
2024,206154106,5
2024,209930586,4
2024,224385992,5
2024,224385993,5
2024,224385994,5
2024,224385995,5
2024,224385996,5
2024,224385997,5
2024,209930598,3
2024,206154127,4
2024,209930603,5
2024,215369313,5
2024,209930606,5
2024,206154180,5
2024,206154181,5
2024,206154211,5
2024,230420157,4
2024,230420158,5
2024,206154227,4
2024,206154232,4
2024,206154251,4
2024,206154258,4
2024,217299700,5
2024,206154270,4
2024,213517233,5
2024,206154295,4
2024,206154302,4
2024,206154311,4
2024,222637219,3
2024,222637219,6
2024,206154320,4
2024,230420189,4
2024,206154327,4
2024,230420196,4
2024,206156162,4
2024,206156195,5
2024,209930636,4
2024,206156224,5
2024,206156225,4
